CAS_SPC,fullcurrname,synom
15647,Gerres filamentosus,
15648,Gerres japonicus,
15650,Gerres macracanthus,
15652,Gerres oblongus,
15653,Gerres oyena,
15659,Haemulon album,
15660,Haemulon aurolineatum,
15661,Haemulon bonariense,
15662,Haemulon carbonarium,
15663,Brachygenys chrysargyrea,
15664,Haemulon flavolineatum,
15665,Haemulon macrostoma,
15668,Haemulon sciurus,
15670,Hapalogenys kishinouyei,
15671,Hapalogenys nigripinnis,
15672,Orthopristis chrysoptera,
15674,Parapristipoma octolineatum,
15676,Rhonciscus bayanus,
15681,Pomadasys branickii,
15684,Haemulopsis leuciscus,
15685,Rhencus macracanthus,
15686,Pomadasys maculatus,
15687,Pomadasys perotaei,
15688,Pomadasys stridens,
15703,Plectorhinchus polytaenia,
15706,Acanthopagrus latus,
15707,Acanthopagrus schlegelii,
15708,Acanthopagrus sivicolus,
15709,Archosargus aries,
15710,Archosargus rhomboidalis,
15711,Argyrops bleekeri,
15714,Calamus bajonado,
15715,Calamus brachysomus,
15717,Calamus leucosteus,
15718,Calamus nodosus,
15721,Dentex angolensis,
15722,Dentex barnardi,
15723,Dentex canariensis,
15724,Dentex congoensis,
15725,Dentex gibbosus,
15730,Dentex maroccanus,
15732,Diplodus bellottii,
15733,Diplodus cervinus,
15738,Diplodus vulgaris,
15744,Percis matsuii,
15745,Centropomus armatus,
15746,Centropomus ensiferus,
15750,Centropomus nigrescens,
15751,Centropomus parallelus,
15752,Centropomus mexicanus,
15753,Centropomus pectinatus,
15755,Centropomus medius,
15758,Centropomus poeyi,
15759,Centropomus robalito,
15764,Centropomus unionensis,
15765,Centropomus viridis,
15766,Acropoma hanedai,
15771,Bathysphyraenops simplex,
15772,Hypoplectrus chlorurus,
15773,Hypoplectrus nigricans,
15774,Lateolabrax latus,
15775,Maccullochella peelii,
15776,Malakichthys elegans,
15777,Malakichthys wakiyae,
15780,Morone mississippiensis,
15781,Morone saxatilis,
15782,Parascombrops analis,
15783,Verilus atlanticus,
15784,Percilia irwini,
15789,Polyprion oxygeneios,
15794,Stereolepis doederleini,
15798,Kaperangus microlepis,
15800,Verilus pseudomicrolepis,
15801,Parascombrops spinosus,
15803,Caraibops trispinosus,
15804,Lates angustifrons,
15805,Lates calcarifer,
15807,Lates japonicus,
15810,Lates mariae,
15813,Ambassis agrammus,
15814,Ambassis buruensis,
15815,Ambassis gymnocephalus,
15816,Ambassis interrupta,
15818,Ambassis macracanthus,
15819,Ambassis miops,
15820,Ambassis urotaenia,
15821,Parambassis ranga,
15822,Parambassis confinis,
15823,Parambassis gulliveri,
15824,Tetracentrum apogonoides,
15827,Ostracoberyx fowleri,
15829,Acanthistius brasilianus,
15830,Acanthistius cinctus,
15831,Acanthistius patachonicus,
15835,Pseudanthias huchtii,
15836,Anthias nicholsi,
15837,Lepidoperca pulchella,
15838,Pseudanthias squamipinnis,
15840,Choranthias tenuis,
15845,Callanthias allporti,
15846,Callanthias japonicus,
15847,Callanthias platei,
15848,Callanthias ruber,
15852,Caprodon longimanus,
15855,Caprodon unicolor,
15856,Centropristis ocyurus,
15858,Centropristis striata,
15859,Cephalopholis aurantia,
15860,Cephalopholis boenak,
15862,Cephalopholis hemistiktos,
15863,Cephalopholis igarashiensis,
15864,Cephalopholis leopardus,
15865,Cephalopholis miniata,
15866,Cephalopholis nigripinnis,
15869,Cephalopholis sexmaculata,
15870,Cephalopholis sonnerati,
15873,Chelidoperca margaritifera,
15878,Diplectrum conceptione,
15879,Hypoplectrodes semicinctum,
15880,Hypoplectrodes huntii,
15882,Epinephelus aeneus,
15885,Epinephelus costae,
15886,Epinephelus areolatus,
15887,Alphestes afer,
15888,Epinephelus akaara,
15889,Epinephelus amblycephalus,
15890,Epinephelus analogus,
15893,Epinephelus awoara,
15894,Epinephelus bontoides,
15895,Epinephelus coeruleopunctatus,
15896,Epinephelus caninus,
15897,Epinephelus chlorostigma,
15899,Epinephelus corallicola,
15900,Cephalopholis cruentata,
15901,Epinephelus cyanopodus,
15907,Epinephelus daemelii,
15908,Epinephelus diacanthus,
15910,Hyporthodus drummondhayi,
15912,Epinephelus fasciatomaculosus,
15913,Epinephelus fasciatus,
15914,Epinephelus flavocaeruleus,
15919,Hyporthodus flavolimbatus,
15920,Cephalopholis fulva,
15921,Epinephelus fuscoguttatus,
15924,Hyporthodus haifensis,
15925,Epinephelus heniochus,
15926,Epinephelus hexagonatus,
15927,Epinephelus howlandi,
15929,Epinephelus latifasciatus,
15930,Epinephelus macrospilos,
15931,Epinephelus maculatus,
15935,Epinephelus melanostigma,
15936,Epinephelus merra,
15938,Epinephelus moara,
15940,Epinephelus morio,
15941,Epinephelus morrhua,
15943,Epinephelus jayakari,
15946,Hyporthodus mystacinus,
15948,Hyporthodus octofasciatus,
15949,Hyporthodus peruanus,
15950,Epinephelus poecilonotus,
15953,Hyporthodus septemfasciatus,
15954,Epinephelus sexfasciatus,
15956,Epinephelus spilotoceps,
15958,Epinephelus stoliczkae,
15960,Epinephelus summana,
15961,Epinephelus tauvina,
15963,Epinephelus tukula,
15964,Epinephelus undulosus,
15966,Baldwinella aureorubens,
15968,Baldwinella vivanus,
15969,Liopropoma eukrines,
15971,Liopropoma mowbrayi,
15972,Liopropoma rubre,
15973,Liopropoma susumi,
15974,Pseudanthias dispar,
15975,Pseudanthias lori,
15977,Mycteroperca bonaci,
15978,Mycteroperca interstitialis,
15979,Mycteroperca jordani,
15980,Mycteroperca microlepis,
15981,Mycteroperca phenax,
15982,Mycteroperca rubra,
15988,Mycteroperca tigris,
15989,Mycteroperca venenosa,
15990,Mycteroperca xenarcha,
15991,Odontanthias flagris,
15992,Odontanthias rhodopeplus,
15993,Odontanthias unimaculatus,
15994,Paralabrax clathratus,
15999,Bathyanthias mexicanus,
16001,Plectranthias garrupellus,
16005,Plectranthias yamakawai,
16006,Plectropomus leopardus,
16009,Plectropomus oligacanthus,
16011,Serranus huascarii,
16012,Pseudanthias caudalis,
16013,Pseudanthias cichlops,
16014,Pseudanthias elongatus,
16016,Pseudanthias manadensis,
16017,Pseudanthias taira,
16018,Serranus annularis,
16019,Serranus atricauda,
16020,Serranus atrobranchus,
16021,Serranus baldwini,
16022,Serranus chionaraia,
16025,Serranus notospilus,
16026,Serranus novemcinctus,
16027,Serranus phoebe,
16029,Serranus subligarius,
16030,Serranus tabacarius,
16031,Serranus tigrinus,
16032,Serranus tortugarum,
16033,Variola albimarginata,
16034,Variola louti,
16038,Rypticus bistrispinus,
16039,Rypticus maculatus,
16040,Rypticus subbifrenatus,
16041,Labracinus cyclophthalmus,
16043,Pseudochromis caudalis,
16045,Pseudochromis cyanotaenia,
16046,Pseudochromis dixurus,
16047,Pseudochromis dutoiti,
16048,Pseudochromis aldabraensis,
16049,Pseudochromis flavivertex,
16050,Pseudochromis fridmani,
16051,Pseudochromis fuscus,
16055,Pseudochromis punctatus,
16056,Pseudochromis pesi,
16057,Pictichromis porphyrea,
16058,Pseudochromis sankeyi,
16059,Pseudochromis springeri,
16060,Pseudochromis tapeinosoma,
16062,Chlidichthys auratus,
16063,Chlidichthys inornatus,
16064,Chlidichthys rubiceps,
16065,Pseudoplesiops rosae,
16066,Anisochromis straussi,
16068,Congrogadus hierichthys,
16074,Plesiops cephalotaenia,
16075,Plesiops coeruleolineatus,
16076,Plesiops nakaharae,
16077,Plesiops oxycephalus,
16079,Acanthoclinus littoreus,
16081,Acanthoplesiops hiatti,
16082,Glaucosoma hebraicum,
16089,Kuhlia mugil,
16090,Kuhlia munda,
16091,Kuhlia rupestris,
16092,Kuhlia sandvicensis,
16093,Ambloplites cavifrons,
16094,Ambloplites constellatus,
16095,Ambloplites rupestris,
16096,Enneacanthus gloriosus,
16097,Lepomis auritus,
16099,Lepomis gibbosus,
16101,Lepomis humilis,
16102,Lepomis macrochirus,
16103,Lepomis marginatus,
16104,Lepomis megalotis,
16105,Lepomis microlophus,
16106,Lepomis symmetricus,
16107,Micropterus coosae,
16108,Micropterus notius,
16109,Micropterus punctulatus,
16111,Micropterus floridanus,
16112,Pomoxis nigromaculatus,
16113,Elassoma evergladei,
16114,Elassoma okefenokee,
16116,Gymnocephalus baloni,
16118,Percarina maeotica,
16120,Ammocrypta meridiana,
16121,Etheostoma acuticeps,
16123,Etheostoma asprigene,
16124,Etheostoma atripinne,
16127,Etheostoma barbouri,
16128,Etheostoma bellum,
16132,Etheostoma gutselli,
16133,Etheostoma blennius,
16135,Etheostoma boschungi,
16139,Etheostoma chlorobranchium,
16140,Etheostoma chlorosomum,
16141,Etheostoma collettei,
16142,Etheostoma collis,
16144,Etheostoma coosae,
16145,Etheostoma cragini,
16147,Etheostoma davisoni,
16148,Etheostoma ditrema,
16149,Etheostoma duryi,
16150,Etheostoma edwini,
16151,Etheostoma etnieri,
16157,Etheostoma flabellare,
16161,Etheostoma brevispinum,
16165,Etheostoma fusiforme,
16171,Etheostoma gracile,
16175,Etheostoma histrio,
16179,Etheostoma jessiae,
16180,Etheostoma jordani,
16181,Etheostoma kanawhae,
16182,Etheostoma kennicotti,
16187,Etheostoma luteovinctum,
16188,Etheostoma sanguifluum,
16189,Etheostoma vulneratum,
16190,Etheostoma microlepidum,
16191,Etheostoma microperca,
16192,Etheostoma moorei,
16193,Etheostoma nianguae,
16199,Etheostoma susanae,
16201,Etheostoma nuchale,
16202,Etheostoma obeyense,
16203,Etheostoma okaloosae,
16204,Etheostoma olmstedi,
16209,Etheostoma osburni,
16210,Etheostoma pallididorsum,
16211,Etheostoma parvipinne,
16212,Etheostoma perlongum,
16213,Etheostoma podostemone,
16215,Etheostoma proeliare,
16216,Etheostoma punctulatum,
16217,Etheostoma rubrum,
16218,Etheostoma rufilineatum,
16219,Etheostoma rupestre,
16220,Etheostoma sagitta,
16221,Etheostoma spilotum,
16222,Etheostoma saludae,
16224,Etheostoma simoterum,
16226,Etheostoma smithi,
16227,Etheostoma spectabile,
16230,Etheostoma fragi,
16233,Etheostoma uniporum,
16234,Etheostoma squamiceps,
16235,Etheostoma stigmaeum,
16237,Etheostoma meadiae,
16238,Etheostoma striatulum,
16239,Etheostoma swaini,
16240,Etheostoma swannanoa,
16242,Etheostoma tippecanoe,
16244,Etheostoma trisella,
16247,Etheostoma artesiae,
16251,Etheostoma lynceum,
16253,Percina antesella,
16254,Percina aurolineata,
16256,Percina caprodes,
16257,Percina bimaculata,
16259,Percina carbonaria,
16263,Percina jenkinsi,
16264,Percina lenticula,
16266,Percina macrolepida,
16268,Percina nigrofasciata,
16270,Percina westfalli,
16272,Percina notogramma,
16276,Percina vigil,
16277,Percina palmaris,
16281,Percina rex,
16282,Percina roanoka,
16285,Percina tanasi,
16286,Percina uranidea,
16288,Sander vitreus,
16289,Zingel streber,
16294,Neoscopelus microchir,
16295,Neoscopelus porosus,
16298,Coelorinchus acantholepis,
16299,Coelorinchus acutirostris,
16300,Coelorinchus anatirostris,
16301,Coelorinchus aratrum,
16303,Coelorinchus argus,
16304,Coelorinchus aspercephalus,
16307,Coelorinchus canus,
16308,Coelorinchus caribbaeus,
16311,Coelorinchus cingulatus,
16314,Coelorinchus marinii,
16315,Coelorinchus commutabilis,
16316,Coelorinchus denticulatus,
16317,Coelorinchus dorsalis,
16318,Coelorinchus doryssus,
16319,Coelorinchus fasciatus,
16320,Coelorinchus flabellispinis,
16321,Coelorinchus formosanus,
16324,Coelorinchus gilberti,
16326,Coelorinchus gladius,
16328,Coelorinchus hubbsi,
16329,Coelorinchus innotabilis,
16330,Coelorinchus jordani,
16332,Coelorinchus kamoharai,
16334,Coelorinchus kishinouyei,
16336,Coelorinchus longissimus,
16337,Coelorinchus macrolepis,
16338,Coelorinchus macrorhynchus,
16339,Coelorinchus maculatus,
16341,Coelorinchus multispinulosus,
16343,Coelorinchus notatus,
16344,Coelorinchus occa,
16346,Coelorinchus labiatus,
16349,Coelorinchus oliverianus,
16350,Coelorinchus acanthiger,
16352,Coelorinchus platorhynchus,
16354,Coelorinchus quincunciatus,
16355,Coelorinchus radcliffei,
16356,Coelorinchus scaphopsis,
16357,Coelorinchus sexradiatus,
16358,Coelorinchus smithi,
16359,Coelorinchus spinifer,
16360,Coelorinchus thompsoni,
16361,Coelorinchus tokiensis,
16362,Coelorinchus triocellatus,
16363,Coelorinchus velifer,
16364,Coelorinchus ventrilux,
16365,Coelorinchus weberi,
16381,Pentaceros japonicus,
16385,Oplegnathus fasciatus,
16387,Oplegnathus punctatus,
16390,Aequidens plagiozonatus,
16393,Aequidens tetramerus,
16397,Apistogramma cacatuoides,
16406,Aulonocranus dewindti,
16407,Bathybates fasciatus,
16408,Bathybates graueri,
16409,Bathybates hornii,
16412,Biotodoma wavrini,
16413,Thorichthys affinis,
16416,Cribroheros altifrons,
16417,Thorichthys aureus,
16420,Cincelichthys bocourti,
16421,Darienheros calobrensis,
16422,Amphilophus citrinellus,
16425,Amphilophus erythraeus,
16427,Vieja fenestrata,
16428,Mesoheros festae,
16431,Chuco godmanni,
16434,Nandopsis haitiensis,
16435,Thorichthys helleri,
16439,Oscura heterospila,
16440,Amphilophus hogaboomorum,
16443,Chuco intermedium,
16444,Amphilophus labiatus,
16445,Rheoheros lentiginosus,
16449,Vieja maculicauda,
16450,Parachromis managuensis,
16452,Thorichthys meeki,
16453,Vieja melanurus,
16455,Chuco microphthalmus,
16460,Hypsophrys nicaraguensis,
16461,Amatitlania nigrofasciata,
16462,Rocio octofasciata,
16463,Thorichthys pasionis,
16464,Nandopsis ramsdeni,
16465,Cribroheros robertsoni,
16466,Cribroheros rostratus,
16467,Trichromis salvini,
16469,Thorichthys socolofi,
16472,Cryptoheros cutteri,
16473,Rocio spinosissima,
16477,Kronoheros umbrifer,
16478,Mayaheros urophthalmus,
16479,Dicrossus filamentosus,
16481,Crenicichla haroldoi,
16482,Crenicichla johanna,
16486,Alticorpus macrocleithrum,
16488,Satanoperca acuticeps,
16489,Geophagus brasiliensis,
16493,Gymnogeophagus gymnogenys,
16494,Geophagus crassilabris,
16495,Satanoperca daemon,
16496,Geophagus harreri,
16499,Geophagus steindachneri,
16500,Satanoperca jurupari,
16501,Geophagus pellegrini,
16502,Geophagus surinamensis,
16506,Gymnogeophagus labiatus,
16509,Gymnogeophagus rhabdotus,
16512,Pharyngochromis acuticeps,
16518,Sargochromis coulteri,
16519,Cheilochromis euchilus,
16520,Astatotilapia flaviijosephi,
16522,Nimbochromis linni,
16524,Sargochromis mortimeri,
16525,Haplochromis polli,
16528,Hemichromis bimaculatus,
16535,Variabilichromis moorii,
16536,Neolamprologus tretocephalus,
16540,Melanochromis chipokae,
16541,Pseudotropheus interruptus,
16542,Melanochromis loriae,
16543,Nannacara taenia,
16544,Panamius panamensis,
16545,Oreochromis macrochir,
16556,Chindongo elongatus,
16557,Pseudotropheus fuscus,
16558,Pseudotropheus johannii,
16559,Tropheops macrophthalmus,
16560,Tropheops microstoma,
16574,Serranochromis angusticeps,
16576,Sargochromis carlottae,
16584,Sargochromis greenwoodi,
16586,Serranochromis longimanus,
16590,Coptodon rendalli,
16594,Serranochromis jallae,
16599,Spathodus marlieri,
16600,Steatocranus casuarius,
16602,Symphysodon aequifasciatus,
16608,Thoracochromis buysi,
16613,Oreochromis esculentus,
16618,Pelmatolapia mariae,
16622,Oreochromis mossambicus,
16625,Tilapia sparrmanii,
16628,Coptodon zillii,
16629,Trematocara unimaculatum,
16630,Aulonocara jacobfreibergi,
16631,Alticorpus peterdaviesi,
16634,Tropheus brichardi,
16635,Tropheus duboisi,
16637,Xenotilapia spilopterus,
16640,Amphistichus koelzi,
16650,Ditrema jordani,
16651,Ditrema viride,
16655,Embiotoca lateralis,
16663,Hyperprosopon ellipticum,
16667,Phanerodon atripes,
16670,Amphiprion akallopisos,
16671,Amphiprion allardi,
16672,Amphiprion bicinctus,
16673,Amphiprion clarkii,
16675,Amphiprion frenatus,
16676,Amphiprion melanopus,
16677,Amphiprion ocellaris,
16678,Amphiprion percula,
16679,Amphiprion perideraion,
16680,Amphiprion polymnus,
16681,Amphiprion sandaracinos,
16682,Amphiprion tricinctus,
16684,Chromis agilis,
16685,Chromis albomaculata,
16687,Chromis atripectoralis,
16688,Chromis atripes,
16690,Chromis limbata,
16693,Chromis chrysura,
16694,Chromis crusma,
16696,Chromis dimidiata,
16697,Chromis dispila,
16698,Chromis elerae,
16699,Chromis enchrysurus,
16700,Chromis flavomaculata,
16701,Chromis fumea,
16703,Chromis insolata,
16704,Chromis intercrusma,
16705,Chromis lepidolepis,
16706,Chromis leucura,
16707,Chromis margaritifer,
16708,Chromis mirationis,
16710,Chromis nigrura,
16711,Chromis notata,
16712,Chromis ovatiformes,
16713,Chromis pembae,
16715,Chromis retrofasciata,
16716,Chromis scotti,
16721,Chromis weberi,
16722,Chromis xanthura,
16724,Dascyllus marginatus,
16725,Dascyllus melanurus,
16726,Dascyllus reticulatus,
16727,Abudefduf abdominalis,
16729,Neopomacentrus bankieri,
16730,Abudefduf bengalensis,
16732,Chrysiptera biocellata,
16734,Amblyglyphidodon curacao,
16736,Plectroglyphidodon leucozonus,
16737,Abudefduf lorenzi,
16740,Neoglyphidodon melas,
16741,Abudefduf notatus,
16742,Abudefduf saxatilis,
16743,Abudefduf septemfasciatus,
16744,Abudefduf sexfasciatus,
16746,Abudefduf taurus,
16747,Abudefduf vaigiensis,
16749,Amblyglyphidodon leucogaster,
16753,Chrysiptera cyanea,
16755,Chrysiptera hemicyanea,
16757,Chrysiptera rex,
16758,Chrysiptera starcki,
16759,Chrysiptera traceyi,
16765,Dischistodus prosopotaenia,
16767,Stegastes diencaeus,
16770,Stegastes leucostictus,
16771,Stegastes lividus,
16773,Stegastes nigricans,
16774,Stegastes otophorus,
16775,Stegastes partitus,
16777,Stegastes planifrons,
16778,Stegastes rocasensis,
16779,Stegastes variabilis,
16780,Neopomacentrus azysron,
16781,Neopomacentrus cyanomos,
16782,Neopomacentrus metallicus,
16783,Neopomacentrus miryae,
16784,Neopomacentrus taeniurus,
16785,Neopomacentrus violascens,
16786,Genicanthus bellus,
16787,Genicanthus caudovittatus,
16793,Genicanthus personatus,
16794,Genicanthus semicinctus,
16795,Genicanthus spinus,
16802,Chaetodontoplus septentrionalis,
16804,Pomacanthus sexstriatus,
16806,Centropyge venusta,
16807,Apolemichthys xanthotis,
16810,Pomacanthus imperator,
16812,Pomacanthus paru,
16814,Nexilosus latifrons,
16817,Neoglyphidodon carlsoni,
16820,Parma alboscapularis,
16821,Parma occidentalis,
16822,Plectroglyphidodon dickii,
16823,Plectroglyphidodon imparipennis,
16824,Plectroglyphidodon lacrymatus,
16826,Plectroglyphidodon phoenixensis,
16827,Pomacentrus albimaculus,
16828,Pomacentrus amboinensis,
16829,Pomacentrus bankanensis,
16832,Dischistodus chrysopoecilus,
16833,Pomacentrus coelestis,
16834,Stegastes fuscus,
16835,Pomacentrus littoralis,
16838,Pomacentrus moluccensis,
16839,Pomacentrus nagasakiensis,
16840,Pomacentrus nigromanus,
16841,Pomacentrus nigromarginatus,
16843,Dischistodus perspicillatus,
16844,Pomacentrus philippinus,
16849,Pomacentrus stigma,
16850,Pomacentrus taeniometopon,
16851,Pomacentrus trichrourus,
16852,Pomacentrus trilineatus,
16853,Pomacentrus tripunctatus,
16854,Pomacentrus vaiuli,
16855,Pomachromis guamensis,
16858,Stegastes apicalis,
16861,Teixeirichthys jordani,
16865,Cirrhitus pinnulatus,
16867,Cyprinocirrhites polyactis,
16868,Paracirrhites arcatus,
16869,Paracirrhites hemistictus,
16872,Aplodactylus arctidens,
16876,Nemadactylus gayi,
16879,Morwong ephippium,
16882,Chirodactylus spectabilis,
16883,Chirodactylus variegatus,
16886,Goniistius zebra,
16888,Chironemus marmoratus,
16889,Nemadactylus douglasii,
16893,Latridopsis forsteri,
16896,Owstonia tosaensis,
16897,Acanthocepola indica,
16898,Acanthocepola limbata,
16899,Cepola macrophthalma,
16908,Cepola schlegelii,
16909,Dajaus monticola,
16912,Chelon labrosus,
16916,Crenimugil heterocheilos,
16917,Plicomugil labiosus,
16919,Planiliza abu,
16924,Chelon carinatus,
16926,Planiliza haematocheilus,
16927,Planiliza macrolepis,
16930,Chelon ramada,
16936,Crenimugil seheli,
16937,Osteomugil speigleri,
16939,Chelon auratus,
16941,Mugil broussonnetii,
16946,Mugil capurrii,
16951,Rhinomugil corsula,
16952,Chelon dumerili,
16954,Osteomugil engeli,
16958,Mugil liza,
16960,Chelon parsia,
16963,Chelon saliens,
16965,Mugil trichodon,
16966,Chelon tricuspidens,
16967,Neomyxus leuciscus,
16971,Moolgarda cunnesius,
16974,Sphyraena borealis,
16975,Sphyraena flavicauda,
16976,Sphyraena forsteri,
16978,Sphyraena guachancho,
