LineageID,NAME,AUTHOR_DATE,COMMONNAME,INDEXNAME,CLASS_NM,ORD_NM,SO_NM,FAM_NM,SF_NM,REMARKS,ClassNum,OrderNum,SuborderNum,FamilyNum,SubfamilyNum,TimeStamp
359,Icosteidae,Jordan & Gilbert 1880,ragfishes,ragfishes,Actinopteri,Scombriformes,Scombroidei,Icosteidae,NULL,NULL,8,48.1,2,410.5,NULL,07:52.0
285,Arripidae,Gill 1893,Australian salmons,salmons;Australian,Actinopteri,Scombriformes,Scombroidei,Arripidae,NULL,NULL,8,48.1,2,410.7,NULL,08:11.0
383,Tetragonuridae,Risso 1827,squaretails,squaretails,Actinopteri,Scombriformes,Scombroidei,Tetragonuridae,NULL,NULL,8,48.1,2,410.9,NULL,08:38.0
342,Chiasmodontidae,Jordan & Gilbert 1883,swallowers,swallowers,Actinopteri,Scombriformes,Scombroidei,Chiasmodontidae,NULL,NULL,8,48.1,2,411.1,NULL,08:59.0
375,Scombridae,Rafinesque 1815,"mackerels, tunas and bonitos",tunas/bonitos/mackerels,Actinopteri,Scombriformes,Scombroidei,Scombridae,NULL,NULL,8,48.1,2,411.3,NULL,09:36.0
936,Gasterochismatinae,Poey 1869,kingfishes,NULL,Actinopteri,Scombriformes,Scombroidei,Scombridae,Gasterochismatinae,NULL,8,48.1,2,411.3,1,09:47.0
937,Scombrinae,Rafinesque 1815,NULL,NULL,Actinopteri,Scombriformes,Scombroidei,Scombridae,Scombrinae,NULL,8,48.1,2,411.3,2,10:10.0
284,Caristiidae,Gill & Smith 1905,veilfins or manefishes,veilfins/manefishes,Actinopteri,Scombriformes,Scombroidei,Caristiidae,NULL,NULL,8,48.1,2,411.5,NULL,14:49.0
283,Bramidae,Bonaparte 1831,pomfrets,pomfrets,Actinopteri,Scombriformes,Scombroidei,Bramidae,NULL,NULL,8,48.1,2,411.7,NULL,14:30.0
372,Scombrolabracidae,Fowler 1925,black mackerels,mackerels;black,Actinopteri,Scombriformes,Scombroidei,Scombrolabracidae,NULL,NULL,8,48.1,2,411.9,NULL,14:12.0
373,Gempylidae,Gill 1862,snake mackerels,mackerels;snake,Actinopteri,Scombriformes,Scombroidei,Gempylidae,NULL,NULL,8,48.1,2,412,NULL,46:29.0
374,Trichiuridae,Rafinesque 1810,cutlassfishes,scabbardfishes/cutlassfishes,Actinopteri,Scombriformes,Scombroidei,Trichiuridae,NULL,NULL,8,48.1,2,413,NULL,44:24.0
510,Aphanopodinae,Gill 1863,frostfishes,NULL,Actinopteri,Scombriformes,Scombroidei,Trichiuridae,Aphanopodinae,NULL,8,48.1,2,413,1,43:53.0
511,Lepidopodinae,Gill 1863,scabbardfishes,NULL,Actinopteri,Scombriformes,Scombroidei,Trichiuridae,Lepidopodinae,NULL,8,48.1,2,413,2,46:42.0
512,Trichiurinae,Rafinesque 1810,hairtails,NULL,Actinopteri,Scombriformes,Scombroidei,Trichiuridae,Trichiurinae,NULL,8,48.1,2,413,3,44:14.0
376,Xiphiidae,Rafinesque 1815,swordfishes,swordfishes,Actinopteri,Carangiformes,Menoidei,Xiphiidae,NULL,NULL,8,50,5,415,NULL,07:39.0
378,Istiophoridae,Rafinesque 1815,billfishes and marlins,billfishes/marlins,Actinopteri,Carangiformes,Menoidei,Istiophoridae,NULL,NULL,8,50,5,417,NULL,08:26.0
379,Amarsipidae,Haedrich 1969,bagless glassfishes or amarsipas,amarsipids,Actinopteri,Scombriformes,Stromateoidei,Amarsipidae,NULL,NULL,8,48.1,1,418,NULL,48:17.0
381,Nomeidae,GÃ¼nther 1860,flotsamfishes or driftfishes,flotsamfishes/driftfishes,Actinopteri,Scombriformes,Stromateoidei,Nomeidae,NULL,NULL,8,48.1,1,420,NULL,49:06.0
382,Ariommatidae,Haedrich 1967,ariommas or ariommatids,ariommatids,Actinopteri,Scombriformes,Stromateoidei,Ariommatidae,NULL,NULL,8,48.1,1,421,NULL,03:40.0
384,Stromateidae,Rafinesque 1810,butterfishes,butterfishes,Actinopteri,Scombriformes,Stromateoidei,Stromateidae,NULL,NULL,8,48.1,1,423,NULL,49:26.0
385,Anabantidae,Bonaparte 1831,climbing gouramies,gouramies;climbing,Actinopteri,Anabantiformes,Anabantoidei,Anabantidae,NULL,NULL,8,48.6,1,424,NULL,59:35.0
387,Helostomatidae,Gill 1872,kissing gouramies,gouramies;kissing,Actinopteri,Anabantiformes,Anabantoidei,Helostomatidae,NULL,NULL,8,48.6,1,424.5,NULL,00:27.0
389,Osphronemidae,van der Hoeven 1832,gouramies,NULL,Actinopteri,Anabantiformes,Anabantoidei,Osphronemidae,NULL,NULL,8,48.6,1,425,NULL,01:22.0
739,Macropodusinae,Hoedeman 1948,paradise fishes and fighting fishes,NULL,Actinopteri,Anabantiformes,Anabantoidei,Osphronemidae,Macropodusinae,Orignally as Macropodinae; emended to Macropodusinae in Opinion 2058 in 2003.,8,48.6,1,425,6,01:03.0
776,Luciocephalinae,Bleeker 1852,spiral egg gouramies,NULL,Actinopteri,Anabantiformes,Anabantoidei,Osphronemidae,Luciocephalinae,NULL,8,48.6,1,425,3,00:43.0
777,Osphroneminae,van der Hoeven 1832,giant gouramies,NULL,Actinopteri,Anabantiformes,Anabantoidei,Osphronemidae,Osphroneminae,NULL,8,48.6,1,425,2,01:40.0
778,Belontiinae,Liem 1962,combtail gouramies,NULL,Actinopteri,Anabantiformes,Anabantoidei,Osphronemidae,Belontiinae,NULL,8,48.6,1,425,1,00:06.0
1121,Trichogastrinae,Bleeker 1879,threadfishes,NULL,Actinopteri,Anabantiformes,Anabantoidei,Osphronemidae,Trichogastrinae,NULL,8,48.6,1,425,5,01:59.0
1331,Aenigmachannidae,Britz et al. 2020,Gollum snakehead fishes,NULL,Actinopteri,Anabantiformes,Channoidei,Aenigmachannidae,NULL,NULL,8,48.6,2,428,NULL,57:33.0
390,Channidae,Fowler 1934 (1831),snakeheads,snakeheads,Actinopteri,Anabantiformes,Channoidei,Channidae,NULL,NULL,8,48.6,2,429,NULL,03:20.0
674,Mastacembelidae,Swainson 1839,spiny-eels,spiny-eels,Actinopteri,Synbranchiformes,Mastacembeloidei,Mastacembelidae,NULL,NULL,8,48.5,1,430,NULL,55:15.0
391,Chaudhuriidae,Annandale 1918,earthworm eels,NULL,Actinopteri,Synbranchiformes,Mastacembeloidei,Chaudhuriidae,NULL,NULL,8,48.5,1,431,NULL,55:03.0
392,Psettodidae,Regan 1910,spiny turbots,psettodids,Actinopteri,Carangiformes,Pleuronectoidei,Psettodidae,NULL,NULL,8,50,2,432,NULL,58:02.0
393,Citharidae,de Buen 1935,largescale flounders,NULL,Actinopteri,Carangiformes,Pleuronectoidei,Citharidae,NULL,NULL,8,50,2,433,NULL,25:13.0
513,Scophthalmidae,Chabanaud 1933,turbots,NULL,Actinopteri,Carangiformes,Pleuronectoidei,Scophthalmidae,NULL,NULL,8,50,2,434.1,NULL,25:48.0
394,Bothidae,Smitt 1892,lefteye flounders,flounders;lefteye,Actinopteri,Carangiformes,Pleuronectoidei,Bothidae,NULL,NULL,8,50,2,434.3,NULL,25:07.0
514,Paralichthyidae,Regan 1910,sand flounders,NULL,Actinopteri,Carangiformes,Pleuronectoidei,Paralichthyidae,NULL,NULL,8,50,2,434.7,NULL,25:30.0
518,Pleuronectinae,Rafinesque 1815,true flounders,NULL,Actinopteri,Carangiformes,Pleuronectoidei,Pleuronectidae,Pleuronectinae,NULL,8,50,2,435,5,25:35.0
768,Pleuronectidae,Rafinesque 1815,righteye flounders,"flounders,righteye",Actinopteri,Carangiformes,Pleuronectoidei,Pleuronectidae,NULL,NULL,8,50,2,435,NULL,25:32.0
1220,Microstominae,Cooper & Chapleau 1998,smallmouth flounders,NULL,Actinopteri,Carangiformes,Pleuronectoidei,Pleuronectidae,Microstominae,NULL,8,50,2,435,3,25:24.0
1221,Hippoglossinae,Gill 1864,halibuts,NULL,Actinopteri,Carangiformes,Pleuronectoidei,Pleuronectidae,Hippoglossinae,NULL,8,50,2,435,4,25:19.0
1222,Atheresthinae,"Vinnikov, Thomson & Munroe 2018",NULL,NULL,Actinopteri,Carangiformes,Pleuronectoidei,Pleuronectidae,Atheresthinae,NULL,8,50,2,435,1,25:05.0
1223,Pleuronichthyinae,"Vinnikov, Thomson & Munroe 2018",NULL,NULL,Actinopteri,Carangiformes,Pleuronectoidei,Pleuronectidae,Pleuronichthyinae,NULL,8,50,2,435,2,25:39.0
521,Achiridae,Rafinesque 1815,American soles,NULL,Actinopteri,Carangiformes,Pleuronectoidei,Achiridae,NULL,NULL,8,50,2,435.1,NULL,24:21.0
1217,Paralichthodidae,Regan 1920,peppered flounders,NULL,Actinopteri,Carangiformes,Pleuronectoidei,Paralichthodidae,NULL,NULL,8,50,2,435.2,NULL,25:29.0
1218,Rhombosoleidae,Regan 1910,South Pacific flounders,NULL,Actinopteri,Carangiformes,Pleuronectoidei,Rhombosoleidae,NULL,*Oncopterus* now in Oncopteridae.,8,50,2,435.3,NULL,25:44.0
693,Achiropsettidae,Heemstra 1990,southern or armless flounders,NULL,Actinopteri,Carangiformes,Pleuronectoidei,Achiropsettidae,NULL,NULL,8,50,2,435.4,NULL,25:02.0
1298,Oncopteridae,Jordan & Goss 1889,remo flounders,NULL,Actinopteri,Carangiformes,Pleuronectoidei,Oncopteridae,NULL,NULL,8,50,2,435.5,NULL,25:27.0
517,Samaridae,Jordan & Goss 1889,crested flounders,NULL,Actinopteri,Carangiformes,Pleuronectoidei,Samaridae,NULL,NULL,8,50,2,435.6,NULL,25:46.0
1219,Poecilopsettidae,Norman 1934,bigeye flounders,NULL,Actinopteri,Carangiformes,Pleuronectoidei,Poecilopsettidae,NULL,NULL,8,50,2,435.7,NULL,25:41.0
396,Soleidae,Bonaparte 1833,soles,soles,Actinopteri,Carangiformes,Pleuronectoidei,Soleidae,NULL,NULL,8,50,2,437,NULL,26:10.0
395,Cynoglossidae,Jordan 1888,tonguefishes,tonguefishes,Actinopteri,Carangiformes,Pleuronectoidei,Cynoglossidae,NULL,NULL,8,50,2,437.5,NULL,25:15.0
519,Symphurinae,Ochiai 1963,straightsnout tongue soles,NULL,Actinopteri,Carangiformes,Pleuronectoidei,Cynoglossidae,Symphurinae,NULL,8,50,2,437.5,1,23:43.0
520,Cynoglossinae,Jordan 1888,hookedsnout tongue soles,NULL,Actinopteri,Carangiformes,Pleuronectoidei,Cynoglossidae,Cynoglossinae,NULL,8,50,2,437.5,2,25:16.0
343,Champsodontidae,Jordan & Snyder 1902,gapers,gapers,Actinopteri,Acropomatiformes,NULL,Champsodontidae,NULL,NULL,8,62.8,NULL,500,NULL,53:50.0
1275,Hemerocoetidae,Kaup 1873,Indo-Pacific duckbills,NULL,Actinopteri,Acropomatiformes,NULL,Hemerocoetidae,NULL,NULL,8,62.8,NULL,501,NULL,56:48.0
350,Creediidae,Waite 1899,sand burrowers,burrowers;sand,Actinopteri,Acropomatiformes,NULL,Creediidae,NULL,NULL,8,62.8,NULL,502,NULL,55:28.0
263,Glaucosomatidae,Jordan & Thompson 1911,pearl perches,NULL,Actinopteri,Acropomatiformes,NULL,Glaucosomatidae,NULL,NULL,8,62.8,NULL,503,NULL,56:29.0
300,Pempheridae,Bleeker 1859,sweepers,sweepers,Actinopteri,Acropomatiformes,NULL,Pempheridae,NULL,NULL,8,62.8,NULL,504,NULL,52:45.0
775,Lateolabracidae,"Ghedotti, Davis and Smith 2018",Asian seaperches,"Seaperches, Asian",Actinopteri,Acropomatiformes,NULL,Lateolabracidae,NULL,NULL,8,62.8,NULL,505,NULL,53:37.0
667,Synagropidae,Smith 1961,splitfin ocean-basses,lanternbellies,Actinopteri,Acropomatiformes,NULL,Synagropidae,NULL,NULL,8,62.8,NULL,506,NULL,02:08.0
272,Dinolestidae,Whitley 1948,longfinned pikes,NULL,Actinopteri,Acropomatiformes,NULL,Dinolestidae,NULL,NULL,8,62.8,NULL,507,NULL,55:48.0
1276,Malakichthyidae,Jordan & Richardson 1910,temperate ocean-basses,NULL,Actinopteri,Acropomatiformes,NULL,Malakichthyidae,NULL,NULL,8,62.8,NULL,508,NULL,19:09.0
670,Polyprionidae,Bleeker 1874,wreckfishes,wreckfishes,Actinopteri,Acropomatiformes,NULL,Polyprionidae,NULL,NULL,8,62.8,NULL,509,NULL,51:35.0
302,Bathyclupeidae,Gill 1896,bathyclupeids,bathyclupeids,Actinopteri,Acropomatiformes,NULL,Bathyclupeidae,NULL,NULL,8,62.8,NULL,510,NULL,55:11.0
266,Banjosidae,Jordan & Thompson 1912,banjofishes,NULL,Actinopteri,Acropomatiformes,NULL,Banjosidae,NULL,NULL,8,62.8,NULL,511,NULL,54:55.0
310,Pentacerotidae,Bleeker 1859,armorheads,armorheads,Actinopteri,Acropomatiformes,NULL,Pentacerotidae,NULL,NULL,8,62.8,NULL,512,NULL,52:19.0
1063,Histiopterinae,Bleeker 1876,sailfin armorheads,NULL,Actinopteri,Acropomatiformes,NULL,Pentacerotidae,Histiopterinae,NULL,8,62.8,NULL,512,1,54:35.0
1064,Pentacerotinae,Bleeker 1859,NULL,NULL,Actinopteri,Acropomatiformes,NULL,Pentacerotidae,Pentacerotinae,NULL,8,62.8,NULL,512,2,52:01.0
750,Ostracoberycidae,Fowler 1934,shellskin alfonsinos,NULL,Actinopteri,Acropomatiformes,NULL,Ostracoberycidae,NULL,NULL,8,62.8,NULL,513,NULL,53:12.0
669,Epigonidae,Poey 1861,deepwater cardinalfishes,NULL,Actinopteri,Acropomatiformes,NULL,Epigonidae,NULL,NULL,8,62.8,NULL,514,NULL,56:09.0
700,Symphysanodontidae,Katayama 1984,slopefishes,NULL,Actinopteri,Acropomatiformes,NULL,Symphysanodontidae,NULL,NULL,8,62.8,NULL,515,NULL,47:58.0
962,Howellidae,Ogilby 1899,oceanic basslets,NULL,Actinopteri,Acropomatiformes,NULL,Howellidae,NULL,NULL,8,62.8,NULL,516,NULL,54:06.0
672,Scombropidae,Gill 1862,gnomefishes,gnomefishes,Actinopteri,Acropomatiformes,NULL,Scombropidae,NULL,NULL,8,62.8,NULL,517,NULL,51:16.0
1277,Acropomatidae,Gill 1893,lanternbellies,NULL,Actinopteri,Acropomatiformes,NULL,Acropomatidae,NULL,NULL,8,62.8,NULL,518,NULL,34:27.0
289,Lobotidae,Gill 1861,tripletails and tigerperches,tripletails,Actinopteri,Acanthuriformes,NULL,Lobotidae,NULL,NULL,8,57,NULL,601,NULL,27:21.0
308,Pomacanthidae,Jordan & Evermann 1898,angelfishes,angelfishes,Actinopteri,Acanthuriformes,NULL,Pomacanthidae,NULL,NULL,8,57,NULL,602,NULL,34:49.0
502,Drepaneidae,Gill 1872,sicklefishes,sicklefishes,Actinopteri,Acanthuriformes,NULL,Drepaneidae,NULL,NULL,8,57,NULL,603,NULL,33:54.0
307,Chaetodontidae,Rafinesque 1815,butterflyfishes,butterflyfishes,Actinopteri,Acanthuriformes,NULL,Chaetodontidae,NULL,NULL,8,57,NULL,604,NULL,36:37.0
305,Ephippidae,Bleeker 1859,spadefishes and batfishes,spadefishes/batfishes/scats,Actinopteri,Acanthuriformes,NULL,Ephippidae,NULL,NULL,8,57,NULL,605,NULL,25:51.0
282,Leiognathidae,Gill 1893,ponyfishes or slipmouths,ponyfishes/slipmouths,Actinopteri,Acanthuriformes,NULL,Leiognathidae,NULL,NULL,8,57,NULL,606,NULL,35:50.0
1104,Leiognathinae,Gill 1893,NULL,NULL,Actinopteri,Acanthuriformes,NULL,Leiognathidae,Leiognathinae,NULL,8,57,NULL,606,1,36:11.0
1107,Gazzinae,Chakrabarty & Sparks 2015,NULL,NULL,Actinopteri,Acanthuriformes,NULL,Leiognathidae,Gazzinae,NULL,8,57,NULL,606,2,35:23.0
306,Scatophagidae,Gill 1883,scats,scats,Actinopteri,Acanthuriformes,NULL,Scatophagidae,NULL,NULL,8,57,NULL,607,NULL,26:30.0
1307,Antigoniidae,Jordan & Evermann 1898,NULL,NULL,Actinopteri,Acanthuriformes,NULL,Antigoniidae,NULL,NULL,8,57,NULL,608,NULL,32:45.0
371,Siganidae,Richardson 1837,rabbitfishes,rabbitfishes,Actinopteri,Acanthuriformes,NULL,Siganidae,NULL,NULL,8,57,NULL,609,NULL,26:47.0
867,Caproidae,Bonaparte 1835,boarfishes,NULL,Actinopteri,Acanthuriformes,NULL,Caproidae,NULL,NULL,8,57,NULL,610,NULL,27:45.0
377,Luvaridae,Gill 1885,luvars,luvars,Actinopteri,Acanthuriformes,NULL,Luvaridae,NULL,NULL,8,57,NULL,611,NULL,26:10.0
509,Zanclidae,Bleeker 1876,moorish idols,idols;moorish,Actinopteri,Acanthuriformes,NULL,Zanclidae,NULL,NULL,8,57,NULL,612,NULL,27:08.0
370,Acanthuridae,Bonaparte 1835,surgeonfishes and unicornfishes,surgeonfishes/unicornfishes,Actinopteri,Acanthuriformes,NULL,Acanthuridae,NULL,NULL,8,57,NULL,613,NULL,25:33.0
525,Myxiniformes,NULL,NULL,NULL,Myxini,Myxiniformes,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL
526,Petromyzontiformes,NULL,NULL,NULL,Petromyzonti,Petromyzontiformes,NULL,NULL,NULL,NULL,3,5,NULL,NULL,NULL,10:25.0
528,Hexanchiformes,NULL,NULL,NULL,Elasmobranchii,Hexanchiformes,NULL,NULL,NULL,NULL,5,6,NULL,NULL,NULL,NULL
529,Heterodontiformes,NULL,NULL,NULL,Elasmobranchii,Heterodontiformes,NULL,NULL,NULL,NULL,5,7,NULL,NULL,NULL,NULL
530,Ceratodontiformes,NULL,NULL,NULL,Dipneusti,Ceratodontiformes,NULL,NULL,NULL,NULL,10,4,NULL,NULL,NULL,56:03.0
532,Coelacanthiformes,NULL,NULL,NULL,Coelacanthi,Coelacanthiformes,NULL,NULL,NULL,NULL,9,1,NULL,NULL,NULL,38:30.0
533,Polypteriformes,NULL,NULL,NULL,Cladistii,Polypteriformes,NULL,NULL,NULL,NULL,7,7,NULL,NULL,NULL,02:44.0
534,Acipenseriformes,NULL,NULL,NULL,Actinopteri,Acipenseriformes,NULL,NULL,NULL,NULL,8,7.5,NULL,NULL,NULL,28:29.0
535,Lepisosteiformes,NULL,NULL,NULL,Actinopteri,Lepisosteiformes,NULL,NULL,NULL,NULL,8,18,NULL,NULL,NULL,29:27.0
536,Amiiformes,NULL,NULL,NULL,Actinopteri,Amiiformes,NULL,NULL,NULL,NULL,8,22,NULL,NULL,NULL,31:33.0
537,Osteoglossiformes,NULL,NULL,NULL,Actinopteri,Osteoglossiformes,NULL,NULL,NULL,NULL,8,33.5,NULL,NULL,NULL,34:32.0
538,Elopiformes,NULL,NULL,NULL,Actinopteri,Elopiformes,NULL,NULL,NULL,NULL,8,30,NULL,NULL,NULL,32:18.0
539,Anguilliformes,NULL,NULL,NULL,Actinopteri,Anguilliformes,NULL,NULL,NULL,NULL,8,32,NULL,NULL,NULL,33:09.0
540,Clupeiformes,NULL,NULL,NULL,Actinopteri,Clupeiformes,NULL,NULL,NULL,NULL,8,34,NULL,NULL,NULL,37:30.0
541,Gonorynchiformes,NULL,NULL,NULL,Actinopteri,Gonorynchiformes,NULL,NULL,NULL,NULL,8,35,NULL,NULL,NULL,37:56.0
542,Cypriniformes,NULL,NULL,NULL,Actinopteri,Cypriniformes,NULL,NULL,NULL,NULL,8,36,NULL,NULL,NULL,38:08.0
543,Siluriformes,NULL,NULL,NULL,Actinopteri,Siluriformes,NULL,NULL,NULL,NULL,8,38,NULL,NULL,NULL,02:51.0
544,Gymnotiformes,NULL,knifefishes,Knifefishes,Actinopteri,Gymnotiformes,NULL,NULL,NULL,NULL,8,37.5,NULL,NULL,NULL,04:58.0
545,Osmeriformes,NULL,NULL,NULL,Actinopteri,Osmeriformes,NULL,NULL,NULL,NULL,8,40,NULL,NULL,NULL,52:35.0
546,Aulopiformes,NULL,NULL,NULL,Actinopteri,Aulopiformes,NULL,NULL,NULL,NULL,8,42,NULL,NULL,NULL,54:09.0
547,Lophiiformes,NULL,anglerfishes,NULL,Actinopteri,Lophiiformes,NULL,NULL,NULL,NULL,8,58,NULL,NULL,NULL,17:22.0
548,Percopsiformes,NULL,NULL,NULL,Actinopteri,Percopsiformes,NULL,NULL,NULL,NULL,8,45,NULL,NULL,NULL,12:59.0
549,Gadiformes,NULL,NULL,NULL,Actinopteri,Gadiformes,NULL,NULL,NULL,NULL,8,46,NULL,NULL,NULL,13:08.0
550,Ophidiiformes,NULL,NULL,NULL,Actinopteri,Ophidiiformes,NULL,NULL,NULL,NULL,8,47,NULL,NULL,NULL,13:42.0
551,Batrachoidiformes,NULL,NULL,NULL,Actinopteri,Batrachoidiformes,NULL,NULL,NULL,NULL,8,48,NULL,NULL,NULL,14:20.0
552,Myctophiformes,NULL,NULL,anglerfishes,Actinopteri,Myctophiformes,NULL,NULL,NULL,NULL,8,43,NULL,NULL,NULL,19:58.0
553,Gobiesociformes,NULL,NULL,NULL,Actinopteri,Gobiesociformes,NULL,NULL,NULL,NULL,8,54,NULL,NULL,NULL,17:44.0
554,Lampriformes,NULL,NULL,NULL,Actinopteri,Lampriformes,NULL,NULL,NULL,NULL,8,43.5,NULL,NULL,NULL,54:53.0
555,Beryciformes,NULL,NULL,NULL,Actinopteri,Beryciformes,NULL,NULL,NULL,NULL,8,46.2,NULL,NULL,NULL,53:32.0
556,Zeiformes,NULL,NULL,NULL,Actinopteri,Zeiformes,NULL,NULL,NULL,NULL,8,45.4,NULL,NULL,NULL,23:30.0
558,Syngnathiformes,NULL,NULL,NULL,Actinopteri,Syngnathiformes,NULL,NULL,NULL,NULL,8,48.2,NULL,NULL,NULL,57:25.0
559,Synbranchiformes,NULL,NULL,NULL,Actinopteri,Synbranchiformes,NULL,NULL,NULL,NULL,8,48.5,NULL,NULL,NULL,51:19.0
561,Perciformes *sedis mutabilis*,NULL,NULL,NULL,Actinopteri,Perciformes *sedis mutabilis*,NULL,NULL,NULL,NULL,8,63,NULL,NULL,NULL,27:20.0
562,Tetraodontiformes,NULL,NULL,NULL,Actinopteri,Tetraodontiformes,NULL,NULL,NULL,NULL,8,59,NULL,NULL,NULL,27:56.0
575,Orectolobiformes,NULL,NULL,NULL,Elasmobranchii,Orectolobiformes,NULL,NULL,NULL,NULL,5,8,NULL,NULL,NULL,NULL
576,Lamniformes,NULL,NULL,NULL,Elasmobranchii,Lamniformes,NULL,NULL,NULL,NULL,5,8.5,NULL,NULL,NULL,NULL
577,Carcharhiniformes,NULL,NULL,NULL,Elasmobranchii,Carcharhiniformes,NULL,NULL,NULL,NULL,5,8.7,NULL,NULL,NULL,NULL
578,Pristiophoriformes,NULL,NULL,NULL,Elasmobranchii,Pristiophoriformes,NULL,NULL,NULL,NULL,5,9.5,NULL,NULL,NULL,NULL
579,Squatiniformes,NULL,NULL,NULL,Elasmobranchii,Squatiniformes,NULL,NULL,NULL,NULL,5,9.7,NULL,NULL,NULL,NULL
580,Rhinopristiformes,"Last, SÃ©ret & Naylor 2016",NULL,NULL,Elasmobranchii,Rhinopristiformes,NULL,NULL,NULL,NULL,5,10.2,NULL,NULL,NULL,32:26.0
581,Albuliformes,NULL,NULL,NULL,Actinopteri,Albuliformes,NULL,NULL,NULL,NULL,8,30.5,NULL,NULL,NULL,32:27.0
582,Saccopharyngiformes,NULL,NULL,NULL,Actinopteri,Saccopharyngiformes,NULL,NULL,NULL,NULL,8,33,NULL,NULL,NULL,37:19.0
583,Esociformes,NULL,NULL,NULL,Actinopteri,Esociformes,NULL,NULL,NULL,NULL,8,39.1,NULL,NULL,NULL,52:26.0
585,Ateleopodiformes,NULL,NULL,NULL,Actinopteri,Ateleopodiformes,NULL,NULL,NULL,NULL,8,41.5,NULL,NULL,NULL,54:04.0
586,Polymixiiformes,NULL,NULL,NULL,Actinopteri,Polymixiiformes,NULL,NULL,NULL,NULL,8,46.1,NULL,NULL,NULL,52:08.0
589,Scorpaenoidei,NULL,NULL,NULL,Actinopteri,Perciformes,Scorpaenoidei,NULL,NULL,NULL,8,64,23,NULL,NULL,11:36.0
592,Cottoidei,NULL,NULL,NULL,Actinopteri,Perciformes,Cottoidei,NULL,NULL,NULL,8,64,26,NULL,NULL,17:47.0
593,Percoidei,NULL,NULL,NULL,Actinopteri,Perciformes,Percoidei,NULL,NULL,NULL,8,64,1,NULL,NULL,15:35.0
595,Labroidei,NULL,NULL,NULL,Actinopteri,Perciformes,Labroidei,NULL,NULL,NULL,8,64,2,NULL,NULL,30:34.0
596,Zoarcoidei,NULL,NULL,NULL,Actinopteri,Perciformes,Zoarcoidei,NULL,NULL,NULL,8,64,6,NULL,NULL,33:28.0
597,Notothenioidei,NULL,NULL,NULL,Actinopteri,Perciformes,Notothenioidei,NULL,NULL,NULL,8,64,7,NULL,NULL,38:19.0
598,Trachinoidei,NULL,NULL,NULL,Actinopteri,Perciformes,Trachinoidei,NULL,NULL,NULL,8,64,8,NULL,NULL,40:46.0
601,Callionymoidei,NULL,NULL,NULL,Actinopteri,Perciformes,Callionymoidei,NULL,NULL,NULL,8,64,13,NULL,NULL,42:49.0
604,Scombroidei,NULL,NULL,NULL,Actinopteri,Scombriformes,Scombroidei,NULL,NULL,NULL,8,48.1,2,NULL,NULL,41:22.0
605,Stromateoidei,NULL,NULL,NULL,Actinopteri,Scombriformes,Stromateoidei,NULL,NULL,NULL,8,48.1,1,NULL,NULL,47:48.0
606,Anabantoidei,NULL,NULL,NULL,Actinopteri,Anabantiformes,Anabantoidei,NULL,NULL,NULL,8,48.6,1,NULL,NULL,59:20.0
607,Channoidei,NULL,NULL,NULL,Actinopteri,Anabantiformes,Channoidei,NULL,NULL,NULL,8,48.6,2,NULL,NULL,03:04.0
610,Holocephali,NULL,NULL,NULL,Holocephali,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL
636,Myxini,NULL,NULL,NULL,Myxini,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,03:34.0
637,Elasmobranchii,NULL,NULL,NULL,Elasmobranchii,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL
638,Notacanthiformes,NULL,NULL,NULL,Actinopteri,Notacanthiformes,NULL,NULL,NULL,NULL,8,31,NULL,NULL,NULL,33:01.0
639,Coelacanthi,NULL,NULL,NULL,Coelacanthi,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,08:43.0
647,Dipneusti,NULL,NULL,NULL,Dipneusti,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,54:48.0
650,Atheriniformes,NULL,NULL,NULL,Actinopteri,Atheriniformes,NULL,NULL,NULL,NULL,8,51.5,NULL,NULL,NULL,15:33.0
655,Dactylopteroidei,NULL,NULL,NULL,Actinopteri,Syngnathiformes,Dactylopteroidei,NULL,NULL,NULL,8,48.2,2,NULL,NULL,40:59.0
681,Beloniformes,NULL,NULL,NULL,Actinopteri,Beloniformes,NULL,NULL,NULL,NULL,8,52.5,NULL,NULL,NULL,17:07.0
699,Actinopteri,Cope 1871,NULL,NULL,Actinopteri,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,45:57.0
743,Stomiiformes,NULL,NULL,NULL,Actinopteri,Stomiiformes,NULL,NULL,NULL,NULL,8,41,NULL,NULL,NULL,53:25.0
744,Cyprinodontiformes,NULL,NULL,NULL,Actinopteri,Cyprinodontiformes,NULL,NULL,NULL,NULL,8,52,NULL,NULL,NULL,16:20.0
746,Rajiformes,NULL,skates and rays,skates/rays,Elasmobranchii,Rajiformes,NULL,NULL,NULL,NULL,5,10.5,NULL,NULL,NULL,NULL
747,Torpediniformes,NULL,NULL,NULL,Elasmobranchii,Torpediniformes,NULL,NULL,NULL,NULL,5,10,NULL,NULL,NULL,NULL
