LineageID,NAME,AUTHOR_DATE,COMMONNAME,INDEXNAME,CLASS_NM,ORD_NM,SO_NM,FAM_NM,SF_NM,REMARKS,ClassNum,OrderNum,SuborderNum,FamilyNum,SubfamilyNum,TimeStamp
748,Squaliformes,NULL,NULL,NULL,Elasmobranchii,Squaliformes,NULL,NULL,NULL,NULL,5,9,NULL,NULL,NULL,NULL
756,Salmoniformes,NULL,NULL,NULL,Actinopteri,Salmoniformes,NULL,NULL,NULL,NULL,8,39.5,NULL,NULL,NULL,32:55.0
758,Carangiformes,NULL,NULL,NULL,Actinopteri,Carangiformes,NULL,NULL,NULL,NULL,8,50,NULL,NULL,NULL,55:33.0
873,Characiformes,NULL,NULL,NULL,Actinopteri,Characiformes,NULL,NULL,NULL,NULL,8,37,NULL,NULL,NULL,39:26.0
946,Acanthuriformes,NULL,NULL,NULL,Actinopteri,Acanthuriformes,NULL,NULL,NULL,NULL,8,57,NULL,NULL,NULL,25:07.0
964,Gobiiformes,NULL,NULL,NULL,Actinopteri,Gobiiformes,NULL,NULL,NULL,NULL,8,48.4,NULL,NULL,NULL,03:01.0
983,Petromyzonti,NULL,NULL,NULL,Petromyzonti,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,08:45.0
1047,Myliobatiformes,NULL,NULL,NULL,Elasmobranchii,Myliobatiformes,NULL,NULL,NULL,NULL,5,10.6,NULL,NULL,NULL,20:45.0
1082,Chimaeriformes,NULL,NULL,NULL,Holocephali,Chimaeriformes,NULL,NULL,NULL,NULL,6,1,NULL,NULL,NULL,42:53.0
1088,Cladistii,NULL,NULL,NULL,Cladistii,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,44:04.0
1156,Gyrinocheiloidei,NULL,NULL,NULL,Actinopteri,Cypriniformes,Gyrinocheiloidei,NULL,NULL,NULL,8,36,1,NULL,NULL,02:04.0
1157,Catostomoidei,NULL,NULL,NULL,Actinopteri,Cypriniformes,Catostomoidei,NULL,NULL,NULL,8,36,2,NULL,NULL,03:44.0
1158,Cobitoidei,NULL,NULL,NULL,Actinopteri,Cypriniformes,Cobitoidei,NULL,NULL,NULL,8,36,3,NULL,NULL,04:36.0
1159,Cyprinoidei,NULL,NULL,NULL,Actinopteri,Cypriniformes,Cyprinoidei,NULL,NULL,NULL,8,36,4,NULL,NULL,05:08.0
1169,Hiodontiformes,NULL,NULL,NULL,Actinopteri,Hiodontiformes,NULL,NULL,NULL,NULL,8,33.2,NULL,NULL,NULL,23:05.0
1175,Mugiliformes,NULL,NULL,NULL,Actinopteri,Mugiliformes,NULL,NULL,NULL,NULL,8,53,NULL,NULL,NULL,47:27.0
1177,Kurtiformes,NULL,NULL,NULL,Actinopteri,Kurtiformes,NULL,NULL,NULL,NULL,8,48.3,NULL,NULL,NULL,00:56.0
1178,Stylephoriformes,NULL,NULL,NULL,Actinopteri,Stylephoriformes,NULL,NULL,NULL,NULL,8,45.6,NULL,NULL,NULL,28:51.0
1179,Scombriformes,NULL,NULL,NULL,Actinopteri,Scombriformes,NULL,NULL,NULL,NULL,8,48.1,NULL,NULL,NULL,32:47.0
1180,Synbranchoidei,NULL,NULL,NULL,Actinopteri,Synbranchiformes,Synbranchoidei,NULL,NULL,NULL,8,48.5,3,NULL,NULL,52:32.0
1181,Mastacembeloidei,NULL,NULL,NULL,Actinopteri,Synbranchiformes,Mastacembeloidei,NULL,NULL,NULL,8,48.5,1,NULL,NULL,54:54.0
1182,Indostomoidei,NULL,NULL,NULL,Actinopteri,Synbranchiformes,Indostomoidei,NULL,NULL,NULL,8,48.5,2,NULL,NULL,56:38.0
1183,Anabantiformes,NULL,NULL,NULL,Actinopteri,Anabantiformes,NULL,NULL,NULL,NULL,8,48.6,NULL,NULL,NULL,58:33.0
1184,Nandoidei,NULL,NULL,NULL,Actinopteri,Anabantiformes,Nandoidei,NULL,NULL,NULL,8,48.6,3,NULL,NULL,04:46.0
1185,Stephanoberycoidei,NULL,NULL,NULL,Actinopteri,Beryciformes,Stephanoberycoidei,NULL,NULL,NULL,8,46.2,2,NULL,NULL,13:50.0
1186,Blenniiformes,NULL,NULL,NULL,Actinopteri,Blenniiformes,NULL,NULL,NULL,NULL,8,55,NULL,NULL,NULL,57:15.0
1187,Cichliformes,NULL,NULL,NULL,Actinopteri,Cichliformes,NULL,NULL,NULL,NULL,8,51,NULL,NULL,NULL,07:16.0
1189,Berycoidei,NULL,NULL,NULL,Actinopteri,Beryciformes,Berycoidei,NULL,NULL,NULL,8,46.2,1,NULL,NULL,42:48.0
1190,Trachichthyiformes,NULL,NULL,NULL,Actinopteri,Trachichthyiformes,NULL,NULL,NULL,NULL,8,46.4,NULL,NULL,NULL,44:11.0
1191,Holocentriformes,NULL,NULL,NULL,Actinopteri,Holocentriformes,NULL,NULL,NULL,NULL,8,46.6,NULL,NULL,NULL,46:26.0
1192,Gasterosteoidei,NULL,NULL,NULL,Actinopteri,Perciformes,Gasterosteoidei,NULL,NULL,NULL,8,64,25,NULL,NULL,16:28.0
1193,Triacanthodoidei,NULL,NULL,NULL,Actinopteri,Tetraodontiformes,Triacanthodoidei,NULL,NULL,NULL,8,59,1,NULL,NULL,19:58.0
1194,Tetraodontoidei,NULL,NULL,NULL,Actinopteri,Tetraodontiformes,Tetraodontoidei,NULL,NULL,NULL,8,59,2,NULL,NULL,20:55.0
1195,Balistoidei,NULL,NULL,NULL,Actinopteri,Tetraodontiformes,Balistoidei,NULL,NULL,NULL,8,59,3,NULL,NULL,21:49.0
1202,Aplocheiloidei,NULL,NULL,NULL,Actinopteri,Cyprinodontiformes,Aplocheiloidei,NULL,NULL,NULL,8,52,1,NULL,NULL,15:41.0
1203,Cyprinodontoidei,NULL,NULL,NULL,Actinopteri,Cyprinodontiformes,Cyprinodontoidei,NULL,NULL,NULL,8,52,2,NULL,NULL,16:50.0
1216,Syngnathoidei,NULL,NULL,NULL,Actinopteri,Syngnathiformes,Syngnathoidei,NULL,NULL,NULL,8,48.2,1,NULL,NULL,47:00.0
1273,Alepocephaliformes,NULL,NULL,NULL,Actinopteri,Alepocephaliformes,NULL,NULL,NULL,NULL,8,34.5,NULL,NULL,NULL,12:37.0
1274,Acropomatiformes,NULL,NULL,NULL,Actinopteri,Acropomatiformes,NULL,NULL,NULL,NULL,8,62.8,NULL,NULL,NULL,12:02.0
1278,Centrarchiformes,NULL,NULL,NULL,Actinopteri,Centrarchiformes,NULL,NULL,NULL,NULL,8,62.6,NULL,NULL,NULL,59:04.0
1279,Percichthyoidei,NULL,NULL,NULL,Actinopteri,Centrarchiformes,Percichthyoidei,NULL,NULL,NULL,8,62.6,1,NULL,NULL,17:27.0
1280,Terapontoidei,NULL,NULL,NULL,Actinopteri,Centrarchiformes,Terapontoidei,NULL,NULL,NULL,8,62.6,2,NULL,NULL,20:20.0
1281,Centrarchoidei,NULL,NULL,NULL,Actinopteri,Centrarchiformes,Centrarchoidei,NULL,NULL,NULL,8,62.6,3,NULL,NULL,21:17.0
1282,Cirrhitioidei,NULL,NULL,NULL,Actinopteri,Centrarchiformes,Cirrhitioidei,NULL,NULL,NULL,8,62.6,4,NULL,NULL,22:17.0
1283,Lepidogalaxiiformes,NULL,NULL,NULL,Actinopteri,Lepidogalaxiiformes,NULL,NULL,NULL,NULL,8,38.2,NULL,NULL,NULL,36:23.0
1284,Argentiniformes,NULL,NULL,NULL,Actinopteri,Argentiniformes,NULL,NULL,NULL,NULL,8,38.4,NULL,NULL,NULL,37:13.0
1285,Galaxiiformes,NULL,NULL,NULL,Actinopteri,Galaxiiformes,NULL,NULL,NULL,NULL,8,38.6,NULL,NULL,NULL,38:05.0
1287,Percalatoidei,NULL,NULL,NULL,Actinopteri,Centrarchiformes,Percalatoidei,NULL,NULL,NULL,8,62.6,5,NULL,NULL,52:08.0
1295,Echinorhiniformes,NULL,NULL,NULL,Elasmobranchii,Echinorhiniformes,NULL,NULL,NULL,NULL,5,9.2,NULL,NULL,NULL,06:05.0
1299,Centropomoidei,NULL,NULL,NULL,Actinopteri,Carangiformes,Centropomoidei,NULL,NULL,NULL,8,50,1,NULL,NULL,56:58.0
1300,Pleuronectoidei,NULL,NULL,NULL,Actinopteri,Carangiformes,Pleuronectoidei,NULL,NULL,NULL,8,50,2,NULL,NULL,22:36.0
1301,Siluroidei,NULL,NULL,NULL,Actinopteri,Siluriformes,Siluroidei,NULL,NULL,NULL,8,38,4,NULL,NULL,53:17.0
1302,Diplomystoidei,NULL,NULL,NULL,Actinopteri,Siluriformes,Diplomystoidei,NULL,NULL,NULL,8,38,3,NULL,NULL,07:19.0
1303,Loricarioidei,NULL,NULL,NULL,Actinopteri,Siluriformes,Loricarioidei,NULL,NULL,NULL,8,38,2,NULL,NULL,55:33.0
1304,Characoidei,NULL,NULL,NULL,Actinopteri,Characiformes,Characoidei,NULL,NULL,NULL,8,37,2,NULL,NULL,16:16.0
1305,Citharinoidei,NULL,NULL,NULL,Actinopteri,Characiformes,Citharinoidei,NULL,NULL,NULL,8,37,1,NULL,NULL,17:12.0
1309,Perciformes,NULL,NULL,NULL,Actinopteri,Perciformes,NULL,NULL,NULL,NULL,8,64,NULL,NULL,NULL,12:02.0
1321,Toxotoidei,NULL,NULL,NULL,Actinopteri,Carangiformes,Toxotoidei,NULL,NULL,NULL,8,50,3,NULL,NULL,02:52.0
1322,Nematistioidei,NULL,NULL,NULL,Actinopteri,Carangiformes,Nematistioidei,NULL,NULL,NULL,8,50,4,NULL,NULL,03:54.0
1323,Menoidei,NULL,NULL,NULL,Actinopteri,Carangiformes,Menoidei,NULL,NULL,NULL,8,50,5,NULL,NULL,05:09.0
1324,Carangoidei,NULL,NULL,NULL,Actinopteri,Carangiformes,Carangoidei,NULL,NULL,NULL,8,50,6,NULL,NULL,05:44.0
1332,Bregmacerotoidei,NULL,NULL,NULL,Actinopteri,Gadiformes,Bregmacerotoidei,NULL,NULL,NULL,8,46,1,NULL,NULL,18:08.0
1333,Gadoidei,NULL,NULL,NULL,Actinopteri,Gadiformes,Gadoidei,NULL,NULL,NULL,8,46,2,NULL,NULL,18:55.0
1334,Ranicipitoidei,NULL,NULL,NULL,Actinopteri,Gadiformes,Ranicipitoidei,NULL,NULL,NULL,8,46,3,NULL,NULL,21:24.0
1335,Merluccioidei,NULL,NULL,NULL,Actinopteri,Gadiformes,Merluccioidei,NULL,NULL,NULL,8,46,4,NULL,NULL,22:14.0
1336,Macrouroidei,NULL,NULL,NULL,Actinopteri,Gadiformes,Macrouroidei,NULL,NULL,NULL,8,46,5,NULL,NULL,22:50.0
