NAME,LineageID,AUTHOR_DATE,COMMONNAME,INDEXNAME,CLASS_NM,ORD_Parent,ORD_NM,SO_Parent,SO_NM,FAM_Parent,FAM_NM,SF_Parent,SF_NM,Parent_id_fomula,Parent_id,Rank_id,Rank_name,REMARKS,ClassNum,OrderNum,SuborderNum,FamilyNum,SubfamilyNum,TimeStamp
Glyptosterninae,958,Gill 1861,Asian sucker catfishes,NULL,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Sisoridae,89,Glyptosterninae,89,89,51,Subfamily,NULL,8,38,4,97,2,01:22.0
Pangasiidae,85,Bleeker 1858,pangasid catfishes,catfishes;pangasid,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Pangasiidae,NULL,NULL,1301,1301,50,Family,NULL,8,38,4,98,NULL,02:19.0
Siluridae,83,Rafinesque 1815,sheatfishes,sheatfishes,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Siluridae,NULL,NULL,1301,1301,50,Family,NULL,8,38,4,99,NULL,58:31.0
Kryptoglanidae,1089,"Britz, Kakkassery & Raghavan 2014",Indian cave catfishes,NULL,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Kryptoglanidae,NULL,NULL,1301,1301,50,Family,NULL,8,38,4,100,NULL,01:39.0
Aspredinidae,105,Adams 1854,banjo catfishes,catfishes;banjo,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Aspredinidae,NULL,NULL,1301,1301,50,Family,NULL,8,38,4,101,NULL,00:20.0
Pseudobunocephalinae,1233,"Carvalho, Arce H., Reis & Sabaj 2018",terminal-mouth banjo catfishes,NULL,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Aspredinidae,105,Pseudobunocephalinae,105,105,51,Subfamily,NULL,8,38,4,101,1,02:23.0
Aspredininae,1234,Adams 1854,banjo cats,NULL,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Aspredinidae,105,Aspredininae,105,105,51,Subfamily,NULL,8,38,4,101,3,00:22.0
Hoplomyzontinae,1235,FernÃ¡ndez-YÃ©pez 1950,small banjo catfishes,NULL,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Aspredinidae,105,Hoplomyzontinae,105,105,51,Subfamily,NULL,8,38,4,101,2,01:30.0
Auchenipteridae,99,Bleeker 1862,intromittant catfishes,catfishes;auchenipterid,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Auchenipteridae,NULL,NULL,1301,1301,50,Family,NULL,8,38,4,102,NULL,00:30.0
Centromochlinae,931,Bleeker 1862,dimorphic intromittant catfishes,NULL,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Auchenipteridae,99,Centromochlinae,99,99,51,Subfamily,NULL,8,38,4,102,1,00:41.0
Auchenipterinae,932,Bleeker 1862,driftwood catfishes,NULL,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Auchenipteridae,99,Auchenipterinae,99,99,51,Subfamily,NULL,8,38,4,102,2,00:32.0
Doradidae,98,Bleeker 1858,thorny catfishes,catfishes;thorny,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Doradidae,NULL,NULL,1301,1301,50,Family,NULL,8,38,4,103,NULL,01:15.0
Wertheimerinae,1092,Birindelli 2014,Eastern Brazil thorny cats,NULL,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Doradidae,98,Wertheimerinae,98,98,51,Subfamily,NULL,8,38,4,103,1,56:16.0
Astrodoradinae,1093,"Higuchi, Birindelli, Sousa & Britski 2007",spotted thorny cats,NULL,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Doradidae,98,Astrodoradinae,98,98,51,Subfamily,NULL,8,38,4,103,2,00:28.0
Doradinae,1094,Bleeker 1858,fimbriate-barbel thorny cats,NULL,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Doradidae,98,Doradinae,98,98,51,Subfamily,NULL,8,38,4,103,3,01:16.0
Heptapteridae,925,Gill 1861,three-barbeled catfishes,NULL,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Heptapteridae,NULL,NULL,1301,1301,50,Family,NULL,8,38,4,104,NULL,01:27.0
Phreatobiidae,1118,Reichel 1927,cistern catfishes,NULL,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Phreatobiidae,NULL,NULL,1301,1301,50,Family,NULL,8,38,4,105,NULL,02:21.0
Pimelodidae,100,Bonaparte 1835,long-whiskered catfishes,catfishes;long-whiskered,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Pimelodidae,NULL,NULL,1301,1301,50,Family,NULL,8,38,4,106,NULL,02:22.0
Pseudopimelodidae,923,FernÃ¡ndez-YÃ©pez & AntÃ³n 1966,bumblebee catfishes,NULL,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Pseudopimelodidae,NULL,NULL,1301,1301,50,Family,NULL,8,38,4,107,NULL,02:25.0
Clariidae,90,Bonaparte 1845,airbreathing or labyrinth catfishes,catfishes;airbreathing/catfishes;labyrinth,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Clariidae,NULL,NULL,1301,1301,50,Family,NULL,8,38,4,107.5,NULL,00:58.0
Heteropneustidae,91,Hora 1936,airsac catfishes,catfishes;airsac,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Heteropneustidae,NULL,NULL,1301,1301,50,Family,NULL,8,38,4,107.6,NULL,01:28.0
Ariidae,95,Bleeker 1858,sea catfishes,catfishes;sea,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Ariidae,NULL,NULL,1301,1301,50,Family,NULL,8,38,4,108,NULL,00:13.0
Galeichthyinae,1065,Acero & Betancur-R. 2007,NULL,NULL,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Ariidae,95,Galeichthyinae,95,95,51,Subfamily,NULL,8,38,4,108,1,01:18.0
Ariinae,1066,Bleeker 1858,NULL,NULL,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Ariidae,95,Ariinae,95,95,51,Subfamily,NULL,8,38,4,108,2,00:16.0
Bagreinae,1069,Schultz 1944,NULL,NULL,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Ariidae,95,Bagreinae,95,95,51,Subfamily,NULL,8,38,4,108,3,00:35.0
Anchariidae,951,Glaw & Vences 1994,Malagasy catfishes,NULL,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Anchariidae,NULL,NULL,1301,1301,50,Family,NULL,8,38,4,108.5,NULL,00:02.0
Austroglanididae,950,Mo 1991,rock catlets,NULL,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Austroglanididae,NULL,NULL,1301,1301,50,Family,NULL,8,38,4,109,NULL,00:34.0
Cranoglanididae,82,Myers 1931,armorhead catfishes,catfishes;armorhead,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Cranoglanididae,NULL,NULL,1301,1301,50,Family,NULL,8,38,4,111,NULL,01:05.0
Ictaluridae,80,Gill 1861,North American freshwater catfishes,catfishes;North American freshwater,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Ictaluridae,NULL,NULL,1301,1301,50,Family,NULL,8,38,4,112,NULL,01:38.0
Lacantuniidae,943,"Rodiles-HernÃ¡ndez, Hendrickson & Lundberg 2005",Chiapas catfishes,NULL,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Lacantuniidae,NULL,NULL,1301,1301,50,Family,"in Rodiles-HernÃ¡ndez, Hendrickson, Lundberg & Humphries",8,38,4,114,NULL,01:41.0
Amphiliidae,87,Regan 1911,loach catfishes,catfishes;loach,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Amphiliidae,NULL,NULL,1301,1301,50,Family,NULL,8,38,4,114.5,NULL,58:14.0
Amphiliinae,898,Regan 1911,amphiliin catfishes,NULL,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Amphiliidae,87,Amphiliinae,87,87,51,Subfamily,NULL,8,38,4,114.5,1,59:34.0
Leptoglaninae,899,Roberts 2003,sand catlets,NULL,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Amphiliidae,87,Leptoglaninae,87,87,51,Subfamily,NULL,8,38,4,114.5,2,01:43.0
Doumeinae,900,Regan 1911,doumein catfishes,NULL,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Amphiliidae,87,Doumeinae,87,87,51,Subfamily,NULL,8,38,4,114.5,3,01:17.0
Malapteruridae,94,Bleeker 1858,electric catfishes,catfishes;electric,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Malapteruridae,NULL,NULL,1301,1301,50,Family,NULL,8,38,4,115,NULL,02:10.0
Mochokidae,97,Regan 1912,squeakers and upside-down catfishes,squeakers/catfishes;unside-down,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Mochokidae,NULL,NULL,1301,1301,50,Family,NULL,8,38,4,115.5,NULL,02:11.0
Chiloglanidinae,1037,Vigliotta 2008,African suckermouths,NULL,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Mochokidae,97,Chiloglanidinae,97,97,51,Subfamily,NULL,8,38,4,115.5,1,00:57.0
Mochokinae,1043,Regan 1912,squeakers,NULL,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Mochokidae,97,Mochokinae,97,97,51,Subfamily,NULL,8,38,4,115.5,2,02:15.0
Claroteidae,972,Bleeker 1862,claroteid catfishes,NULL,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Claroteidae,NULL,NULL,1301,1301,50,Family,NULL,8,38,4,116,NULL,00:59.0
Claroteinae,1080,Bleeker 1862,grunters,NULL,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Claroteidae,972,Claroteinae,972,972,51,Subfamily,NULL,8,38,4,116,1,00:59.0
Auchenoglanidinae,1081,Jayaram 1966,flatnose catfishes,NULL,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Claroteidae,972,Auchenoglanidinae,972,972,51,Subfamily,NULL,8,38,4,116,2,00:33.0
Schilbeidae,84,Bleeker 1858,schilbeid catfishes,catfishes;scheilbeid,Actinopteri,699,Siluriformes,543,Siluroidei,1301,Schilbeidae,NULL,NULL,1301,1301,50,Family,NULL,8,38,4,117,NULL,02:39.0
Nematogenyidae,914,Bleeker 1862,mountain catfishes,NULL,Actinopteri,699,Siluriformes,543,Loricarioidei,1303,Nematogenyidae,NULL,NULL,1303,1303,50,Family,NULL,8,38,2,118,NULL,04:49.0
Trichomycteridae,106,Bleeker 1858,parasitic catfishes and candirus,catfishes;parasitic/candirus,Actinopteri,699,Siluriformes,543,Loricarioidei,1303,Trichomycteridae,NULL,NULL,1303,1303,50,Family,NULL,8,38,2,119,NULL,57:00.0
Sarcoglanidinae,1023,Myers & Weitzman 1966,psammophilic catfishes,NULL,Actinopteri,699,Siluriformes,543,Loricarioidei,1303,Trichomycteridae,106,Sarcoglanidinae,106,106,51,Subfamily,NULL,8,38,2,119,6,41:44.0
Trichomycterinae,1025,Bleeker 1858,pencil catfishes,NULL,Actinopteri,699,Siluriformes,543,Loricarioidei,1303,Trichomycteridae,106,Trichomycterinae,106,106,51,Subfamily,NULL,8,38,2,119,3,49:40.0
Copionodontinae,1026,de Pinna 1992,NULL,NULL,Actinopteri,699,Siluriformes,543,Loricarioidei,1303,Trichomycteridae,106,Copionodontinae,106,106,51,Subfamily,NULL,8,38,2,119,1,47:40.0
Trichogeninae,1027,IsbrÃ¼cker 1986,NULL,NULL,Actinopteri,699,Siluriformes,543,Loricarioidei,1303,Trichomycteridae,106,Trichogeninae,106,106,51,Subfamily,NULL,8,38,2,119,2,49:21.0
Vandelliinae,1028,Bleeker 1862,hematophagous catfishes,NULL,Actinopteri,699,Siluriformes,543,Loricarioidei,1303,Trichomycteridae,106,Vandelliinae,106,106,51,Subfamily,NULL,8,38,2,119,9,42:47.0
Stegophilinae,1029,GÃ¼nther 1864,parasitic catfishes,NULL,Actinopteri,699,Siluriformes,543,Loricarioidei,1303,Trichomycteridae,106,Stegophilinae,106,106,51,Subfamily,NULL,8,38,2,119,8,45:08.0
Tridentinae,1030,Eigenmann 1918,NULL,NULL,Actinopteri,699,Siluriformes,543,Loricarioidei,1303,Trichomycteridae,106,Tridentinae,106,106,51,Subfamily,NULL,8,38,2,119,7,56:37.0
Glanapteryginae,1031,Myers 1944,miniature pencil catfishes,NULL,Actinopteri,699,Siluriformes,543,Loricarioidei,1303,Trichomycteridae,106,Glanapteryginae,106,106,51,Subfamily,NULL,8,38,2,119,5,42:01.0
Microcambevinae,1317,"Costa, Henschel & Katz 2020",Atlantic Forest trichomycterids,NULL,Actinopteri,699,Siluriformes,543,Loricarioidei,1303,Trichomycteridae,106,Microcambevinae,106,106,51,Subfamily,Ref. 37235.,8,38,2,119,4,51:27.0
Callichthyidae,107,Bonaparte 1835,callichthyid armored catfishes,catfishes;callichthyid armored,Actinopteri,699,Siluriformes,543,Loricarioidei,1303,Callichthyidae,NULL,NULL,1303,1303,50,Family,NULL,8,38,2,120,NULL,00:38.0
Callichthyinae,915,Bonaparte 1835,NULL,NULL,Actinopteri,699,Siluriformes,543,Loricarioidei,1303,Callichthyidae,107,Callichthyinae,107,107,51,Subfamily,NULL,8,38,2,120,1,00:39.0
Corydoradinae,916,Hoedeman 1952,corys,NULL,Actinopteri,699,Siluriformes,543,Loricarioidei,1303,Callichthyidae,107,Corydoradinae,107,107,51,Subfamily,NULL,8,38,2,120,2,01:03.0
Loricariidae,108,Rafinesque 1815,suckermouth armored catfishes,catfishes;suckermouth armored,Actinopteri,699,Siluriformes,543,Loricarioidei,1303,Loricariidae,NULL,NULL,1303,1303,50,Family,NULL,8,38,2,121,NULL,01:46.0
Lithogeninae,917,Gosline 1947,climbing armored catfishes,NULL,Actinopteri,699,Siluriformes,543,Loricarioidei,1303,Loricariidae,108,Lithogeninae,108,108,51,Subfamily,Lithogeninae regarded as correct over Lithogeneinae.,8,38,2,121,1,01:45.0
Hypoptopomatinae,919,Eigenmann & Eigenmann 1890,cascudinhos,NULL,Actinopteri,699,Siluriformes,543,Loricarioidei,1303,Loricariidae,108,Hypoptopomatinae,108,108,51,Subfamily,NULL,8,38,2,121,5,01:35.0
Loricariinae,920,Rafinesque 1815,mailed catfishes,NULL,Actinopteri,699,Siluriformes,543,Loricarioidei,1303,Loricariidae,108,Loricariinae,108,108,51,Subfamily,NULL,8,38,2,121,4,02:04.0
Hypostominae,921,Kner 1853,suckermouth catfishes,NULL,Actinopteri,699,Siluriformes,543,Loricarioidei,1303,Loricariidae,108,Hypostominae,108,108,51,Subfamily,NULL,8,38,2,121,8,01:36.0
Delturinae,954,"Reis, Pereira & Armbruster 2006",NULL,NULL,Actinopteri,699,Siluriformes,543,Loricarioidei,1303,Loricariidae,108,Delturinae,108,108,51,Subfamily,NULL,8,38,2,121,2,01:07.0
Rhinelepinae,1114,Armbruster 2004,rhinelepine plecos,NULL,Actinopteri,699,Siluriformes,543,Loricarioidei,1303,Loricariidae,108,Rhinelepinae,108,108,51,Subfamily,NULL,8,38,2,121,3,02:26.0
Scoloplacidae,680,Bailey & Baskin 1976,spiny dwarf catfishes,catfishes;spiny dwarf,Actinopteri,699,Siluriformes,543,Loricarioidei,1303,Scoloplacidae,NULL,NULL,1303,1303,50,Family,NULL,8,38,2,121.5,NULL,58:59.0
Astroblepidae,109,Bleeker 1862,climbing catfishes,catfishes;climbing,Actinopteri,699,Siluriformes,543,Loricarioidei,1303,Astroblepidae,NULL,NULL,1303,1303,50,Family,NULL,8,38,2,122,NULL,00:25.0
Apteronotidae,113,Jordan 1923,ghost knifefishes,knifefishes;ghost,Actinopteri,699,Gymnotiformes,544,NULL,NULL,Apteronotidae,NULL,NULL,544,544,50,Family,NULL,8,37.5,NULL,127,NULL,03:06.0
Apteronotinae,1289,Jordan 1923,ghost knifefishes,NULL,Actinopteri,699,Gymnotiformes,544,NULL,NULL,Apteronotidae,113,Apteronotinae,113,113,51,Subfamily,NULL,8,37.5,NULL,127,2,43:46.0
Sternarchorhamphinae,1290,Albert 2001,longsnout knifefishes,NULL,Actinopteri,699,Gymnotiformes,544,NULL,NULL,Apteronotidae,113,Sternarchorhamphinae,113,113,51,Subfamily,NULL,8,37.5,NULL,127,1,45:07.0
Sternopygidae,110,Cope 1871,glass knifefishes,knifefishes;glass,Actinopteri,699,Gymnotiformes,544,NULL,NULL,Sternopygidae,NULL,NULL,544,544,50,Family,NULL,8,37.5,NULL,127.2,NULL,23:43.0
Gymnotidae,114,Rafinesque 1815,gymnotid eels,knifefishes;nakedback,Actinopteri,699,Gymnotiformes,544,NULL,NULL,Gymnotidae,NULL,NULL,544,544,50,Family,NULL,8,37.5,NULL,127.4,NULL,07:47.0
Gymnotinae,1313,Rafinesque 1815,nakedback knifefishes,NULL,Actinopteri,699,Gymnotiformes,544,NULL,NULL,Gymnotidae,114,Gymnotinae,114,114,51,Subfamily,NULL,8,37.5,NULL,127.4,2,07:19.0
Electrophorinae,1314,Gill 1872,electric eels,NULL,Actinopteri,699,Gymnotiformes,544,NULL,NULL,Gymnotidae,114,Electrophorinae,114,114,51,Subfamily,NULL,8,37.5,NULL,127.4,1,09:00.0
Hypopomidae,112,Eigenmann 1912,bluntnose knifefishes,NULL,Actinopteri,699,Gymnotiformes,544,NULL,NULL,Hypopomidae,NULL,NULL,544,544,50,Family,NULL,8,37.5,NULL,127.6,NULL,22:53.0
Rhamphichthyidae,111,Regan 1911,painted knifefishes,knifefishes;sand,Actinopteri,699,Gymnotiformes,544,NULL,NULL,Rhamphichthyidae,NULL,NULL,544,544,50,Family,NULL,8,37.5,NULL,127.8,NULL,23:12.0
Esocidae,116,Rafinesque 1815,pikes,pikes,Actinopteri,699,Esociformes,583,NULL,NULL,Esocidae,NULL,NULL,583,583,50,Family,NULL,8,39.1,NULL,129,NULL,12:38.0
Umbridae,117,Bonaparte 1845,mudminnows,mudminnows,Actinopteri,699,Esociformes,583,NULL,NULL,Umbridae,NULL,NULL,583,583,50,Family,NULL,8,39.1,NULL,130,NULL,12:59.0
Argentinidae,118,Bonaparte 1846,argentines,argentines,Actinopteri,699,Argentiniformes,1284,NULL,NULL,Argentinidae,NULL,NULL,1284,1284,50,Family,NULL,8,38.4,NULL,131,NULL,38:56.0
Microstomatidae,442,Bleeker 1859,pencilsmelts,NULL,Actinopteri,699,Argentiniformes,1284,NULL,NULL,Microstomatidae,NULL,NULL,1284,1284,50,Family,NULL,8,38.4,NULL,131.5,NULL,40:03.0
Bathylagidae,119,Gill 1884,deepsea smelts,smelts;deepsea,Actinopteri,699,Argentiniformes,1284,NULL,NULL,Bathylagidae,NULL,NULL,1284,1284,50,Family,NULL,8,38.4,NULL,132,NULL,39:15.0
Opisthoproctidae,120,Schmidt 1918,spookfishes or barreleyes,barreleyes/spookfishes,Actinopteri,699,Argentiniformes,1284,NULL,NULL,Opisthoproctidae,NULL,NULL,1284,1284,50,Family,NULL,8,38.4,NULL,133,NULL,40:14.0
Alepocephalidae,121,Bonaparte 1846,slickheads,slickheads,Actinopteri,699,Alepocephaliformes,1273,NULL,NULL,Alepocephalidae,NULL,NULL,1273,1273,50,Family,NULL,8,34.5,NULL,134,NULL,25:12.0
Platytroctidae,661,Koefoed 1927,tubeshoulders,tubeshoulders,Actinopteri,699,Alepocephaliformes,1273,NULL,NULL,Platytroctidae,NULL,NULL,1273,1273,50,Family,NULL,8,34.5,NULL,135,NULL,25:33.0
Lepidogalaxiidae,122,Rosen 1974,salamanderfishes,NULL,Actinopteri,699,Lepidogalaxiiformes,1283,NULL,NULL,Lepidogalaxiidae,NULL,NULL,1283,1283,50,Family,NULL,8,38.2,NULL,136,NULL,39:49.0
Osmeridae,123,Regan 1913,smelts,smelts,Actinopteri,699,Osmeriformes,545,NULL,NULL,Osmeridae,NULL,NULL,545,545,50,Family,NULL,8,40,NULL,137,NULL,15:09.0
Plecoglossidae,124,Bleeker 1859,ayu fishes,ayu fishes,Actinopteri,699,Osmeriformes,545,NULL,NULL,Plecoglossidae,NULL,NULL,545,545,50,Family,NULL,8,40,NULL,138,NULL,15:29.0
Salangidae,125,Bleeker 1859,icefishes or noodlefishes,noodlefishes/icefishes,Actinopteri,699,Osmeriformes,545,NULL,NULL,Salangidae,NULL,NULL,545,545,50,Family,NULL,8,40,NULL,139,NULL,15:58.0
Retropinnidae,127,Gill 1862,New Zealand smelts,smelts;New Zealand,Actinopteri,699,Osmeriformes,545,NULL,NULL,Retropinnidae,NULL,NULL,545,545,50,Family,NULL,8,40,NULL,141,NULL,15:42.0
Retropinninae,443,Gill 1862,southern smelts,smelts;southern,Actinopteri,699,Osmeriformes,545,NULL,NULL,Retropinnidae,127,Retropinninae,127,127,51,Subfamily,NULL,8,40,NULL,141,1,15:47.0
Prototroctinae,444,Hubbs 1952,southern graylings,graylings;southern,Actinopteri,699,Osmeriformes,545,NULL,NULL,Retropinnidae,127,Prototroctinae,127,127,51,Subfamily,NULL,8,40,NULL,141,2,15:36.0
Galaxiidae,128,MÃ¼ller 1845,galaxiids,galaxiids,Actinopteri,699,Galaxiiformes,1285,NULL,NULL,Galaxiidae,NULL,NULL,1285,1285,50,Family,NULL,8,38.6,NULL,142,NULL,39:26.0
Aplochitoninae,445,GÃ¼nther 1864,peladillas,NULL,Actinopteri,699,Galaxiiformes,1285,NULL,NULL,Galaxiidae,128,Aplochitoninae,128,128,51,Subfamily,NULL,8,38.6,NULL,142,1,38:35.0
Galaxiinae,446,MÃ¼ller 1845,white bait and mudfishes,NULL,Actinopteri,699,Galaxiiformes,1285,NULL,NULL,Galaxiidae,128,Galaxiinae,128,128,51,Subfamily,NULL,8,38.6,NULL,142,2,39:36.0
Salmonidae,129,Jarocki / Schinz 1822,salmonids,salmonids,Actinopteri,699,Salmoniformes,756,NULL,NULL,Salmonidae,NULL,NULL,756,756,50,Family,NULL,8,39.5,NULL,143,NULL,33:05.0
Coregoninae,447,Bonaparte 1845,whitefishes,whitefishes,Actinopteri,699,Salmoniformes,756,NULL,NULL,Salmonidae,129,Coregoninae,129,129,51,Subfamily,NULL,8,39.5,NULL,143,1,34:39.0
Thymallinae,448,Gill 1885,graylings,graylings,Actinopteri,699,Salmoniformes,756,NULL,NULL,Salmonidae,129,Thymallinae,129,129,51,Subfamily,NULL,8,39.5,NULL,143,2,33:34.0
Salmoninae,449,Jarocki / Schinz 1822,"salmons, trouts, chars and allies",trouts/chars/salmons,Actinopteri,699,Salmoniformes,756,NULL,NULL,Salmonidae,129,Salmoninae,129,129,51,Subfamily,NULL,8,39.5,NULL,143,3,33:19.0
Gonostomatidae,130,Cocco 1838,bristlemouths,bristlemouths,Actinopteri,699,Stomiiformes,743,NULL,NULL,Gonostomatidae,NULL,NULL,743,743,50,Family,NULL,8,41,NULL,144,NULL,18:24.0
Sternoptychidae,131,DumÃ©ril 1805,marine hatchetfishes,NULL,Actinopteri,699,Stomiiformes,743,NULL,NULL,Sternoptychidae,NULL,NULL,743,743,50,Family,NULL,8,41,NULL,145,NULL,58:52.0
Maurolicinae,450,Gill 1885,NULL,NULL,Actinopteri,699,Stomiiformes,743,NULL,NULL,Sternoptychidae,131,Maurolicinae,131,131,51,Subfamily,NULL,8,41,NULL,145,1,19:47.0
Sternoptychinae,451,DumÃ©ril 1805,marine hatchetfishes,hatchetfishes;marine,Actinopteri,699,Stomiiformes,743,NULL,NULL,Sternoptychidae,131,Sternoptychinae,131,131,51,Subfamily,NULL,8,41,NULL,145,2,19:32.0
Phosichthyidae,132,Weitzman 1974,lightfishes,lightfishes,Actinopteri,699,Stomiiformes,743,NULL,NULL,Phosichthyidae,NULL,NULL,743,743,50,Family,NULL,8,41,NULL,146,NULL,19:10.0
Chauliodontinae,133,Bonaparte 1845,viperfishes,viperfishes,Actinopteri,699,Stomiiformes,743,NULL,NULL,Stomiidae,730,Chauliodontinae,730,730,51,Subfamily,NULL,8,41,NULL,147,1,18:16.0
Stomiinae,134,Bleeker 1859,scaly dragonfishes,dragonfishes;scaly,Actinopteri,699,Stomiiformes,743,NULL,NULL,Stomiidae,730,Stomiinae,730,730,51,Subfamily,NULL,8,41,NULL,147,2,01:28.0
Astronesthinae,135,GÃ¼nther 1864,snaggletooths,snaggletooths,Actinopteri,699,Stomiiformes,743,NULL,NULL,Stomiidae,730,Astronesthinae,730,730,51,Subfamily,NULL,8,41,NULL,147,3,18:01.0
Melanostomiinae,136,Parr 1927,scaleless black dragonfishes,dragonfishes;black scaleless,Actinopteri,699,Stomiiformes,743,NULL,NULL,Stomiidae,730,Melanostomiinae,730,730,51,Subfamily,NULL,8,41,NULL,147,4,18:52.0
Malacosteinae,137,Gill 1890,loosejaws,loosejaws,Actinopteri,699,Stomiiformes,743,NULL,NULL,Stomiidae,730,Malacosteinae,730,730,51,Subfamily,NULL,8,41,NULL,147,5,18:44.0
Idiacanthinae,138,Gill 1893,black dragonfishes,dragonfishes;black,Actinopteri,699,Stomiiformes,743,NULL,NULL,Stomiidae,730,Idiacanthinae,730,730,51,Subfamily,NULL,8,41,NULL,147,6,18:36.0
Stomiidae,730,Bleeker 1859,dragonfishes,NULL,Actinopteri,699,Stomiiformes,743,NULL,NULL,Stomiidae,NULL,NULL,743,743,50,Family,NULL,8,41,NULL,147,NULL,01:35.0
Ateleopodidae,206,Bonaparte 1850,jellynose fishes,fishes;jellynose,Actinopteri,699,Ateleopodiformes,585,NULL,NULL,Ateleopodidae,NULL,NULL,585,585,50,Family,NULL,8,41.5,NULL,152.5,NULL,55:44.0
Aulopidae,139,Bonaparte 1831,aulopus,aulopus,Actinopteri,699,Aulopiformes,546,NULL,NULL,Aulopidae,NULL,NULL,546,546,50,Family,NULL,8,42,NULL,153,NULL,57:23.0
Chlorophthalmidae,140,Garman 1899,greeneyes,greeneyes,Actinopteri,699,Aulopiformes,546,NULL,NULL,Chlorophthalmidae,NULL,NULL,546,546,50,Family,NULL,8,42,NULL,154,NULL,58:03.0
Paraulopidae,779,Sato & Nakabo 2002,cucumber fishes,NULL,Actinopteri,699,Aulopiformes,546,NULL,NULL,Paraulopidae,NULL,NULL,546,546,50,Family,NULL,8,42,NULL,154.1,NULL,34:30.0
Ipnopidae,452,Gill 1884,deepsea tripod fishes,NULL,Actinopteri,699,Aulopiformes,546,NULL,NULL,Ipnopidae,NULL,NULL,546,546,50,Family,NULL,8,42,NULL,154.5,NULL,36:11.0
Bathysauroididae,780,Sato & Nakabo 2002,largescale deepsea lizardfishes,NULL,Actinopteri,699,Aulopiformes,546,NULL,NULL,Bathysauroididae,NULL,NULL,546,546,50,Family,NULL,8,42,NULL,154.6,NULL,04:49.0
Scopelarchidae,141,Alcock 1896,pearleyes,pearleyes,Actinopteri,699,Aulopiformes,546,NULL,NULL,Scopelarchidae,NULL,NULL,546,546,50,Family,NULL,8,42,NULL,155,NULL,00:21.0
Notosudidae,142,Parr 1928,paperbones or waryfishes,waryfishes/paperbones,Actinopteri,699,Aulopiformes,546,NULL,NULL,Notosudidae,NULL,NULL,546,546,50,Family,NULL,8,42,NULL,156,NULL,59:06.0
Giganturidae,144,Brauer 1906,telescopefishes,telescopefishes,Actinopteri,699,Aulopiformes,546,NULL,NULL,Giganturidae,NULL,NULL,546,546,50,Family,NULL,8,42,NULL,156.5,NULL,58:33.0
Synodontidae,143,Gill 1861,lizardfishes,NULL,Actinopteri,699,Aulopiformes,546,NULL,NULL,Synodontidae,NULL,NULL,546,546,50,Family,NULL,8,42,NULL,157,NULL,02:29.0
Synodontinae,453,Gill 1861,lizardfishes,lizardfishes,Actinopteri,699,Aulopiformes,546,NULL,NULL,Synodontidae,143,Synodontinae,143,143,51,Subfamily,NULL,8,42,NULL,157,1,00:34.0
Harpadontinae,621,Bleeker 1875,Bombay ducks,ducks;Bombay,Actinopteri,699,Aulopiformes,546,NULL,NULL,Synodontidae,143,Harpadontinae,143,143,51,Subfamily,NULL,8,42,NULL,157,2,58:43.0
