NAME,LineageID,AUTHOR_DATE,COMMONNAME,INDEXNAME,CLASS_NM,ORD_Parent,ORD_NM,SO_Parent,SO_NM,FAM_Parent,FAM_NM,SF_Parent,SF_NM,Parent_id_fomula,Parent_id,Rank_id,Rank_name,REMARKS,ClassNum,OrderNum,SuborderNum,FamilyNum,SubfamilyNum,TimeStamp
Notocheiridae,664,Schultz 1950,surf silversides,NULL,Actinopteri,699,Atheriniformes,650,NULL,NULL,Notocheiridae,NULL,NULL,650,650,50,Family,NULL,8,51.5,NULL,213.6,NULL,23:20.0
Isonidae,952,Rosen 1964,surf sardines,NULL,Actinopteri,699,Atheriniformes,650,NULL,NULL,Isonidae,NULL,NULL,650,650,50,Family,NULL,8,51.5,NULL,213.7,NULL,57:03.0
Atherionidae,1315,Schultz 1948,pricklenose silversides,NULL,Actinopteri,699,Atheriniformes,650,NULL,NULL,Atherionidae,NULL,NULL,650,650,50,Family,NULL,8,51.5,NULL,213.9,NULL,02:36.0
Procatopodinae,624,Fowler 1916,lampeyes,NULL,Actinopteri,699,Cyprinodontiformes,744,Cyprinodontoidei,1203,Procatopodidae,1205,Procatopodinae,1205,1205,51,Subfamily,NULL,8,52,2,214,2,54:29.0
Aplocheilichthyinae,646,Myers 1928,banded lampeyes,NULL,Actinopteri,699,Cyprinodontiformes,744,Cyprinodontoidei,1203,Procatopodidae,1205,Aplocheilichthyinae,1205,1205,51,Subfamily,NULL,8,52,2,214,1,54:09.0
Procatopodidae,1205,Fowler 1916,African lampeyes,NULL,Actinopteri,699,Cyprinodontiformes,744,Cyprinodontoidei,1203,Procatopodidae,NULL,NULL,1203,1203,50,Family,NULL,8,52,2,214,NULL,53:51.0
Dentatherinidae,712,Patten & Ivantsoff 1983,tusked silversides,NULL,Actinopteri,699,Atheriniformes,650,NULL,NULL,Dentatherinidae,NULL,NULL,650,650,50,Family,NULL,8,51.5,NULL,215,NULL,28:01.0
Phallostethidae,198,Regan 1916,priapum fishes,NULL,Actinopteri,699,Atheriniformes,650,NULL,NULL,Phallostethidae,NULL,NULL,650,650,50,Family,NULL,8,51.5,NULL,216,NULL,41:22.0
Atherinopsinae,708,Fitzinger 1873,neotropical silversides,NULL,Actinopteri,699,Atheriniformes,650,NULL,NULL,Atherinopsidae,926,Atherinopsinae,926,926,51,Subfamily,NULL,8,51.5,NULL,217,1,53:23.0
Menidiinae,710,Schultz 1948,Gulf of Mexico silversides,NULL,Actinopteri,699,Atheriniformes,650,NULL,NULL,Atherinopsidae,926,Menidiinae,926,926,51,Subfamily,NULL,8,51.5,NULL,217,2,53:37.0
Atherinopsidae,926,Fitzinger 1873,New World silversides,NULL,Actinopteri,699,Atheriniformes,650,NULL,NULL,Atherinopsidae,NULL,NULL,650,650,50,Family,NULL,8,51.5,NULL,217,NULL,53:06.0
Lampridae,199,Gill 1862,opahs,opahs,Actinopteri,699,Lampriformes,554,NULL,NULL,Lampridae,NULL,NULL,554,554,50,Family,NULL,8,43.5,NULL,218,NULL,01:49.0
Veliferidae,200,Bleeker 1859,velifers,velifers,Actinopteri,699,Lampriformes,554,NULL,NULL,Veliferidae,NULL,NULL,554,554,50,Family,NULL,8,43.5,NULL,219,NULL,02:50.0
Lophotidae,201,Bonaparte 1845,crestfishes,crestfishes,Actinopteri,699,Lampriformes,554,NULL,NULL,Lophotidae,NULL,NULL,554,554,50,Family,NULL,8,43.5,NULL,220,NULL,01:57.0
Radiicephalidae,202,OsÃ³rio 1917,tapertails,tapertails,Actinopteri,699,Lampriformes,554,NULL,NULL,Radiicephalidae,NULL,NULL,554,554,50,Family,NULL,8,43.5,NULL,221,NULL,02:13.0
Trachipteridae,203,Swainson 1839,ribbonfishes,ribbonfishes,Actinopteri,699,Lampriformes,554,NULL,NULL,Trachipteridae,NULL,NULL,554,554,50,Family,NULL,8,43.5,NULL,222,NULL,02:41.0
Regalecidae,204,Gill 1884,oarfishes,oarfishes,Actinopteri,699,Lampriformes,554,NULL,NULL,Regalecidae,NULL,NULL,554,554,50,Family,NULL,8,43.5,NULL,223,NULL,02:21.0
Stylephoridae,205,Swainson 1839,tube-eyes or thread-tails,thread-tails/tube-eyes,Actinopteri,699,Stylephoriformes,1178,NULL,NULL,Stylephoridae,NULL,NULL,1178,1178,50,Family,NULL,8,45.6,NULL,224,NULL,29:12.0
Monocentridae,209,Gill 1859,pinecone fishes,pinecone fishes,Actinopteri,699,Trachichthyiformes,1190,NULL,NULL,Monocentridae,NULL,NULL,1190,1190,50,Family,NULL,8,46.4,NULL,229,NULL,45:40.0
Trachichthyidae,210,Bleeker 1856,slimeheads,slimeheads,Actinopteri,699,Trachichthyiformes,1190,NULL,NULL,Trachichthyidae,NULL,NULL,1190,1190,50,Family,NULL,8,46.4,NULL,230,NULL,45:21.0
Anomalopidae,211,Gill 1889,lanterneye fishes,lanterneye fishes,Actinopteri,699,Trachichthyiformes,1190,NULL,NULL,Anomalopidae,NULL,NULL,1190,1190,50,Family,NULL,8,46.4,NULL,231,NULL,45:07.0
Diretmidae,212,Gill 1893,spinyfins,spinyfins,Actinopteri,699,Trachichthyiformes,1190,NULL,NULL,Diretmidae,NULL,NULL,1190,1190,50,Family,NULL,8,46.4,NULL,232,NULL,44:30.0
Anoplogastridae,213,Gill 1893,fangtooths,fangtooths,Actinopteri,699,Trachichthyiformes,1190,NULL,NULL,Anoplogastridae,NULL,NULL,1190,1190,50,Family,NULL,8,46.4,NULL,233,NULL,44:51.0
Berycidae,214,Lowe 1839,berycids or alfonsinos,alfonsinos/berycids,Actinopteri,699,Beryciformes,555,Berycoidei,1189,Berycidae,NULL,NULL,1189,1189,50,Family,NULL,8,46.2,1,234,NULL,43:04.0
Holocentridae,834,Bonaparte 1833,squirrelfishes and soldierfishes,NULL,Actinopteri,699,Holocentriformes,1191,NULL,NULL,Holocentridae,NULL,NULL,1191,1191,50,Family,NULL,8,46.6,NULL,235,NULL,46:37.0
Holocentrinae,835,Bonaparte 1833,squirrelfishes,NULL,Actinopteri,699,Holocentriformes,1191,NULL,NULL,Holocentridae,834,Holocentrinae,834,834,51,Subfamily,NULL,8,46.6,NULL,235,1,09:27.0
Myripristinae,836,Nelson 1955,soldierfishes,NULL,Actinopteri,699,Holocentriformes,1191,NULL,NULL,Holocentridae,834,Myripristinae,834,834,51,Subfamily,NULL,8,46.6,NULL,235,2,09:41.0
Polymixiidae,216,Bleeker 1859,beardfishes,beardfishes,Actinopteri,699,Polymixiiformes,586,NULL,NULL,Polymixiidae,NULL,NULL,586,586,50,Family,NULL,8,46.1,NULL,236,NULL,51:00.0
Stephanoberycidae,217,Gill 1884,pricklefishes,pricklefishes,Actinopteri,699,Beryciformes,555,Stephanoberycoidei,1185,Stephanoberycidae,NULL,NULL,1185,1185,50,Family,NULL,8,46.2,2,237,NULL,15:14.0
Hispidoberycidae,665,Kotlyar 1981,hispidoberycids,NULL,Actinopteri,699,Beryciformes,555,Stephanoberycoidei,1185,Hispidoberycidae,NULL,NULL,1185,1185,50,Family,NULL,8,46.2,2,237.1,NULL,14:31.0
Melamphaidae,218,Gill 1893,bigscales,bigscales,Actinopteri,699,Beryciformes,555,Berycoidei,1189,Melamphaidae,NULL,NULL,1189,1189,50,Family,NULL,8,46.2,1,238,NULL,43:19.0
Gibberichthyidae,219,Parr 1933,gibberfishes,NULL,Actinopteri,699,Beryciformes,555,Stephanoberycoidei,1185,Gibberichthyidae,NULL,NULL,1185,1185,50,Family,NULL,8,46.2,2,239,NULL,14:10.0
Rondeletiidae,220,Goode & Bean 1895,redmouth whalefishes,whalefishes;redmouth,Actinopteri,699,Beryciformes,555,Stephanoberycoidei,1185,Rondeletiidae,NULL,NULL,1185,1185,50,Family,Now in Cetomimidae (Johnson et al.2009:235 [ref. 30005]).,8,46.2,2,240,NULL,23:11.0
Barbourisiidae,221,Parr 1945,velvet whalefishes,whalefishes;velvet,Actinopteri,699,Beryciformes,555,Stephanoberycoidei,1185,Barbourisiidae,NULL,NULL,1185,1185,50,Family,NULL,8,46.2,2,241,NULL,23:38.0
Cetomimidae,651,Goode & Bean 1895,whalefishes,whalefishes,Actinopteri,699,Beryciformes,555,Stephanoberycoidei,1185,Cetomimidae,NULL,NULL,1185,1185,50,Family,NULL,8,46.2,2,242,NULL,24:06.0
Cyttidae,839,GÃ¼nther 1860,lookdown dories,NULL,Actinopteri,699,Zeiformes,556,NULL,NULL,Cyttidae,NULL,NULL,556,556,50,Family,NULL,8,45.4,NULL,243.1,NULL,24:12.0
Oreosomatinae,841,Bleeker 1859,NULL,NULL,Actinopteri,699,Zeiformes,556,NULL,NULL,Oreosomatidae,842,Oreosomatinae,842,842,51,Subfamily,NULL,8,45.4,NULL,243.2,2,25:29.0
Oreosomatidae,842,Bleeker 1859,oreos,NULL,Actinopteri,699,Zeiformes,556,NULL,NULL,Oreosomatidae,NULL,NULL,556,556,50,Family,NULL,8,45.4,NULL,243.2,NULL,25:16.0
Pseudocyttinae,846,"Tyler, O'Toole & Winterbottom 2003",NULL,NULL,Actinopteri,699,Zeiformes,556,NULL,NULL,Oreosomatidae,842,Pseudocyttinae,842,842,51,Subfamily,NULL,8,45.4,NULL,243.2,1,26:13.0
Parazenidae,222,McAllister 1968,smooth dories,NULL,Actinopteri,699,Zeiformes,556,NULL,NULL,Parazenidae,NULL,NULL,556,556,50,Family,NULL,8,45.4,NULL,243.3,NULL,25:44.0
Cyttopsinae,837,no valid family-group name description,NULL,NULL,Actinopteri,699,Zeiformes,556,NULL,NULL,Parazenidae,222,Cyttopsinae,222,222,51,Subfamily,NULL,8,45.4,NULL,243.3,2,24:27.0
Parazeninae,840,McAllister 1968,NULL,NULL,Actinopteri,699,Zeiformes,556,NULL,NULL,Parazenidae,222,Parazeninae,222,222,51,Subfamily,NULL,8,45.4,NULL,243.3,1,25:57.0
Zeniontidae,843,Myers 1960,armoreye dories,NULL,Actinopteri,699,Zeiformes,556,NULL,NULL,Zeniontidae,NULL,NULL,556,556,50,Family,NULL,8,45.4,NULL,243.4,NULL,26:44.0
Macrurocyttinae,223,Myers 1960,NULL,NULL,Actinopteri,699,Zeiformes,556,NULL,NULL,Grammicolepididae,850,Macrurocyttinae,850,850,51,Subfamily,NULL,8,45.4,NULL,243.5,1,25:03.0
Grammicolepidinae,848,Poey 1873,NULL,NULL,Actinopteri,699,Zeiformes,556,NULL,NULL,Grammicolepididae,850,Grammicolepidinae,850,850,51,Subfamily,NULL,8,45.4,NULL,243.5,2,24:51.0
Grammicolepididae,850,Poey 1873,tinselfishes,NULL,Actinopteri,699,Zeiformes,556,NULL,NULL,Grammicolepididae,NULL,NULL,556,556,50,Family,NULL,8,45.4,NULL,243.5,NULL,24:39.0
Zeidae,880,Rafinesque 1815,dories,NULL,Actinopteri,699,Zeiformes,556,NULL,NULL,Zeidae,NULL,NULL,556,556,50,Family,NULL,8,45.4,NULL,245,NULL,26:28.0
Hypoptychidae,228,Steindachner 1880,sand-eels,sand-eels,Actinopteri,699,Perciformes,1309,Gasterosteoidei,1192,Hypoptychidae,NULL,NULL,1192,1192,50,Family,NULL,8,64,25,249,NULL,17:04.0
Gasterosteidae,652,Bonaparte 1831,sticklebacks,sticklebacks,Actinopteri,699,Perciformes,1309,Gasterosteoidei,1192,Gasterosteidae,NULL,NULL,1192,1192,50,Family,NULL,8,64,25,251,NULL,16:58.0
Aulorhynchidae,653,Gill 1861,tubesnouts,tubesnouts,Actinopteri,699,Perciformes,1309,Gasterosteoidei,1192,Aulorhynchidae,NULL,NULL,1192,1192,50,Family,NULL,8,64,25,251.1,NULL,16:54.0
Indostomidae,229,Prashead & Mukerji 1929,armored sticklebacks,NULL,Actinopteri,699,Synbranchiformes,559,Indostomoidei,1182,Indostomidae,NULL,NULL,1182,1182,50,Family,NULL,8,48.5,2,252,NULL,57:05.0
Pegasidae,230,Bonaparte 1831,seamoths,seamoths,Actinopteri,699,Syngnathiformes,558,Dactylopteroidei,655,Pegasidae,NULL,NULL,655,655,50,Family,NULL,8,48.2,2,253,NULL,41:55.0
Aulostomidae,231,Rafinesque 1815,trumpetfishes,trumpetfishes,Actinopteri,699,Syngnathiformes,558,Syngnathoidei,1216,Aulostomidae,NULL,NULL,1216,1216,50,Family,NULL,8,48.2,1,254,NULL,47:09.0
Fistulariidae,232,Stark 1828,cornetfishes,cornetfishes,Actinopteri,699,Syngnathiformes,558,Syngnathoidei,1216,Fistulariidae,NULL,NULL,1216,1216,50,Family,NULL,8,48.2,1,255,NULL,48:47.0
Centriscinae,233,Bonaparte 1831,shrimpfishes,shrimpfishes,Actinopteri,699,Syngnathiformes,558,Syngnathoidei,1216,Centriscidae,656,Centriscinae,656,656,51,Subfamily,NULL,8,48.2,1,256,2,49:04.0
Macroramphosinae,654,Bleeker 1879,snipefishes,snipefishes,Actinopteri,699,Syngnathiformes,558,Syngnathoidei,1216,Centriscidae,656,Macroramphosinae,656,656,51,Subfamily,NULL,8,48.2,1,256,1,48:31.0
Centriscidae,656,Bonaparte 1831,shrimpfishes,NULL,Actinopteri,699,Syngnathiformes,558,Syngnathoidei,1216,Centriscidae,NULL,NULL,1216,1216,50,Family,NULL,8,48.2,1,256,NULL,48:55.0
Solenostomidae,234,Nardo 1843,ghost pipefishes,pipefishes;ghost,Actinopteri,699,Syngnathiformes,558,Syngnathoidei,1216,Solenostomidae,NULL,NULL,1216,1216,50,Family,NULL,8,48.2,1,258,NULL,47:53.0
Syngnathidae,235,Bonaparte 1831,pipefishes and seahorses,NULL,Actinopteri,699,Syngnathiformes,558,Syngnathoidei,1216,Syngnathidae,NULL,NULL,1216,1216,50,Family,NULL,8,48.2,1,259,NULL,47:39.0
Syngnathinae,1173,Bonaparte 1831,tail-brooding pipefishes,NULL,Actinopteri,699,Syngnathiformes,558,Syngnathoidei,1216,Syngnathidae,235,Syngnathinae,235,235,51,Subfamily,NULL,8,48.2,1,259,2,47:26.0
Nerophinae,1174,Kaup 1853,trunk-brooding pipefishes,NULL,Actinopteri,699,Syngnathiformes,558,Syngnathoidei,1216,Syngnathidae,235,Nerophinae,235,235,51,Subfamily,Giving precedence by Hamilton et al. 2017.,8,48.2,1,259,1,48:15.0
Dactylopteridae,236,Gill 1861,helmet gurnards,gurnards;helmet,Actinopteri,699,Syngnathiformes,558,Dactylopteroidei,655,Dactylopteridae,NULL,NULL,655,655,50,Family,NULL,8,48.2,2,260,NULL,42:31.0
Synbranchidae,237,Bonaparte 1835,swamp-eels,swamp-eels,Actinopteri,699,Synbranchiformes,559,Synbranchoidei,1180,Synbranchidae,NULL,NULL,1180,1180,50,Family,NULL,8,48.5,3,261,NULL,53:23.0
Sebastinae,472,Kaup 1873,rockfishes,rockfishes/rockcods,Actinopteri,699,Perciformes,1309,Scorpaenoidei,589,Sebastidae,732,Sebastinae,732,732,51,Subfamily,NULL,8,64,23,262.1,1,15:13.0
Sebastolobinae,474,Matsubara 1943,thornyheads,thornyheads,Actinopteri,699,Perciformes,1309,Scorpaenoidei,589,Sebastidae,732,Sebastolobinae,732,732,51,Subfamily,NULL,8,64,23,262.1,2,15:14.0
Sebastidae,732,Kaup 1873,rockfishes and rockcods,NULL,Actinopteri,699,Perciformes,1309,Scorpaenoidei,589,Sebastidae,NULL,NULL,589,589,50,Family,NULL,8,64,23,262.1,NULL,15:12.0
Setarchidae,477,Matsubara 1943,deepsea bristly scorpionfishes,NULL,Actinopteri,699,Perciformes,1309,Scorpaenoidei,589,Setarchidae,NULL,NULL,589,589,50,Family,NULL,8,64,23,262.2,NULL,15:14.0
Neosebastidae,478,Matsubara 1943,gurnard scorpionfishes,NULL,Actinopteri,699,Perciformes,1309,Scorpaenoidei,589,Neosebastidae,NULL,NULL,589,589,50,Family,NULL,8,64,23,262.3,NULL,14:53.0
Plectrogeniidae,475,Fowler 1938,stinger flatheads,NULL,Actinopteri,699,Perciformes,1309,Scorpaenoidei,589,Plectrogeniidae,NULL,NULL,589,589,50,Family,NULL,8,64,23,262.35,NULL,15:00.0
Scorpaenidae,238,Risso 1827,scorpionfishes and allies,scorpionfishes,Actinopteri,699,Perciformes,1309,Scorpaenoidei,589,Scorpaenidae,NULL,NULL,589,589,50,Family,NULL,8,64,23,262.4,NULL,15:04.0
Caracanthinae,240,Gill 1885,coral crouchers,crouchers;coral,Actinopteri,699,Perciformes,1309,Scorpaenoidei,589,Scorpaenidae,238,Caracanthinae,238,238,51,Subfamily,NULL,8,64,23,262.4,3,14:40.0
Scorpaeninae,473,Risso 1827,scorpionfishes,scorpionfishes,Actinopteri,699,Perciformes,1309,Scorpaenoidei,589,Scorpaenidae,238,Scorpaeninae,238,238,51,Subfamily,NULL,8,64,23,262.4,2,15:09.0
Pteroinae,476,Kaup 1873,turkeyfishes and lionfishes,turkeyfishes/lionfishes,Actinopteri,699,Perciformes,1309,Scorpaenoidei,589,Scorpaenidae,238,Pteroinae,238,238,51,Subfamily,NULL,8,64,23,262.4,5,15:01.0
Apistidae,479,Gill 1859,wasp scorpionfishes,NULL,Actinopteri,699,Perciformes,1309,Scorpaenoidei,589,Apistidae,NULL,NULL,589,589,50,Family,NULL,8,64,23,262.5,NULL,14:34.0
Tetrarogidae,483,Smith 1949,waspfishes,waspfishes,Actinopteri,699,Perciformes,1309,Scorpaenoidei,589,Tetrarogidae,NULL,NULL,589,589,50,Family,NULL,8,64,23,262.6,NULL,15:18.0
Synanceiidae,239,Swainson 1839,stonefishes,NULL,Actinopteri,699,Perciformes,1309,Scorpaenoidei,589,Synanceiidae,NULL,NULL,589,589,50,Family,NULL,8,64,23,262.7,NULL,15:15.0
Minoinae,480,Jordan & Starks 1904,stingfishes,NULL,Actinopteri,699,Perciformes,1309,Scorpaenoidei,589,Synanceiidae,239,Minoinae,239,239,51,Subfamily,NULL,8,64,23,262.7,10,14:51.0
Choridactylinae,481,Kaup 1859,stingers,NULL,Actinopteri,699,Perciformes,1309,Scorpaenoidei,589,Synanceiidae,239,Choridactylinae,239,239,51,Subfamily,NULL,8,64,23,262.7,11,14:41.0
Synanceiinae,482,Swainson 1839,stonefishes,stonefishes,Actinopteri,699,Perciformes,1309,Scorpaenoidei,589,Synanceiidae,239,Synanceiinae,239,239,51,Subfamily,NULL,8,64,23,262.7,12,15:17.0
Eschmeyeridae,935,Mandrytsa 2001,cofishes,NULL,Actinopteri,699,Perciformes,1309,Scorpaenoidei,589,Eschmeyeridae,NULL,NULL,589,589,50,Family,NULL,8,64,23,262.8,NULL,14:45.0
Perryenidae,1074,"Honma, Imamura & Kawai 2013",whitenose pigfishes,NULL,Actinopteri,699,Perciformes,1309,Scorpaenoidei,589,Perryenidae,NULL,NULL,589,589,50,Family,NULL,8,64,23,263,NULL,14:57.0
Aploactinidae,241,Jordan & Starks 1904,velvetfishes,velvetfishes,Actinopteri,699,Perciformes,1309,Scorpaenoidei,589,Aploactinidae,NULL,NULL,589,589,50,Family,NULL,8,64,23,265,NULL,14:36.0
Pataecidae,242,Gill 1872,prowfishes,prowfishes,Actinopteri,699,Perciformes,1309,Scorpaenoidei,589,Pataecidae,NULL,NULL,589,589,50,Family,NULL,8,64,23,266,NULL,14:55.0
Gnathanacanthidae,484,Gill 1892,red velvetfishes,velvetfishes;red,Actinopteri,699,Perciformes,1309,Scorpaenoidei,589,Gnathanacanthidae,NULL,NULL,589,589,50,Family,NULL,8,64,23,266.1,NULL,14:46.0
Congiopodidae,243,Gill 1889,racehorses,horsefishes,Actinopteri,699,Perciformes,1309,Scorpaenoidei,589,Congiopodidae,NULL,NULL,589,589,50,Family,NULL,8,64,23,267,NULL,14:42.0
Congiopodinae,1163,Gill 1889,pigfishes,NULL,Actinopteri,699,Perciformes,1309,Scorpaenoidei,589,Congiopodidae,243,Congiopodinae,243,243,51,Subfamily,NULL,8,64,23,267,1,14:44.0
Zanclorhynchinae,1164,Mandrytsa 2001,horsefishes,NULL,Actinopteri,699,Perciformes,1309,Scorpaenoidei,589,Congiopodidae,243,Zanclorhynchinae,243,243,51,Subfamily,NULL,8,64,23,267,2,15:25.0
Bembridae,486,Kaup 1873,deepwater flatheads,flatheads;deepwater,Actinopteri,699,Perciformes,1309,Scorpaenoidei,589,Bembridae,NULL,NULL,589,589,50,Family,NULL,8,64,23,267.7,NULL,14:38.0
Triglidae,244,Rafinesque 1815,searobins,searobins,Actinopteri,699,Perciformes,1309,Scorpaenoidei,589,Triglidae,NULL,NULL,589,589,50,Family,NULL,8,64,23,268,NULL,15:19.0
Peristediidae,485,Jordan & Gilbert 1883,armored gurnards,gurnards;armored,Actinopteri,699,Perciformes,1309,Scorpaenoidei,589,Peristediidae,NULL,NULL,589,589,50,Family,NULL,8,64,23,268.1,NULL,14:56.0
Hoplichthyidae,246,Kaup 1873,spiny flatheads,flatheads;spiny,Actinopteri,699,Perciformes,1309,Scorpaenoidei,589,Hoplichthyidae,NULL,NULL,589,589,50,Family,NULL,8,64,23,269.3,NULL,14:47.0
Platycephalidae,245,Swainson 1839,flatheads,flatheads,Actinopteri,699,Perciformes,1309,Scorpaenoidei,589,Platycephalidae,NULL,NULL,589,589,50,Family,NULL,8,64,23,269.5,NULL,14:59.0
Anoplopomatidae,247,Jordan & Gilbert 1883,sablefishes,sablefishes/skilfishes,Actinopteri,699,Perciformes,1309,Cottoidei,592,Anoplopomatidae,NULL,NULL,592,592,50,Family,NULL,8,64,26,271,NULL,18:37.0
Zaniolepididae,1306,Jordan & Gilbert 1883,combfishes,NULL,Actinopteri,699,Perciformes,1309,Cottoidei,592,Zaniolepididae,NULL,NULL,592,592,50,Family,NULL,8,64,26,272.1,NULL,19:17.0
Hexagrammidae,248,Jordan 1888,greenlings,greenlings,Actinopteri,699,Perciformes,1309,Cottoidei,592,Hexagrammidae,NULL,NULL,592,592,50,Family,NULL,8,64,26,273,NULL,19:01.0
Hexagramminae,487,Jordan 1888,greenlings,greenlings,Actinopteri,699,Perciformes,1309,Cottoidei,592,Hexagrammidae,248,Hexagramminae,248,248,51,Subfamily,NULL,8,64,26,273,1,19:02.0
Pleurogramminae,488,Rutenberg 1954,Atka mackerels,mackerels;Atka,Actinopteri,699,Perciformes,1309,Cottoidei,592,Hexagrammidae,248,Pleurogramminae,248,248,51,Subfamily,NULL,8,64,26,273,2,19:08.0
Ophiodontinae,489,Jordan & Gilbert 1883,lingcods,lingcods,Actinopteri,699,Perciformes,1309,Cottoidei,592,Hexagrammidae,248,Ophiodontinae,248,248,51,Subfamily,NULL,8,64,26,273,3,19:06.0
Oxylebiinae,490,Gill 1862,painted greenlings,greenlings;painted,Actinopteri,699,Perciformes,1309,Cottoidei,592,Hexagrammidae,248,Oxylebiinae,248,248,51,Subfamily,NULL,8,64,26,273,4,19:07.0
Normanichthyidae,249,Clark 1937,barehead scorpionfishes,NULL,Actinopteri,699,Perciformes,1309,Scorpaenoidei,589,Normanichthyidae,NULL,NULL,589,589,50,Family,NULL,8,64,23,274,NULL,14:54.0
Rhamphocottidae,735,Jordan & Gilbert 1883,horsehead sculpins or grunt sculpins,sculpins;grunt,Actinopteri,699,Perciformes,1309,Cottoidei,592,Rhamphocottidae,NULL,NULL,592,592,50,Family,NULL,8,64,26,274.5,NULL,19:11.0
Ereuniidae,250,Jordan & Snyder 1901,deepwater bullheads,NULL,Actinopteri,699,Perciformes,1309,Cottoidei,592,Ereuniidae,NULL,NULL,592,592,50,Family,NULL,8,64,26,275,NULL,18:58.0
Bathylutichthyidae,714,Balushkin & Voskoboynikova 1990,Antarctic sculpins,NULL,Actinopteri,699,Perciformes,1309,Cottoidei,592,Bathylutichthyidae,NULL,NULL,592,592,50,Family,NULL,8,64,26,275.5,NULL,18:40.0
Cottidae,251,Bonaparte 1831,sculpins,sculpins,Actinopteri,699,Perciformes,1309,Cottoidei,592,Cottidae,NULL,NULL,592,592,50,Family,NULL,8,64,26,276,NULL,18:43.0
Hemitripteridae,737,Gill 1865,sailfin sculpins or sea ravens,NULL,Actinopteri,699,Perciformes,1309,Cottoidei,592,Hemitripteridae,NULL,NULL,592,592,50,Family,NULL,8,64,26,278.7,NULL,19:00.0
Psychrolutidae,254,GÃ¼nther 1861,fatheads,fatheads,Actinopteri,699,Perciformes,1309,Cottoidei,592,Psychrolutidae,NULL,NULL,592,592,50,Family,NULL,8,64,26,279,NULL,19:09.0
Bathyagoninae,798,Lindberg 1971,starsnouts,NULL,Actinopteri,699,Perciformes,1309,Cottoidei,592,Agonidae,892,Bathyagoninae,892,892,51,Subfamily,NULL,8,64,26,280,3,18:39.0
Agoninae,803,Swainson 1839,sturgeon poachers,NULL,Actinopteri,699,Perciformes,1309,Cottoidei,592,Agonidae,892,Agoninae,892,892,51,Subfamily,NULL,8,64,26,280,1,18:25.0
Anoplagoninae,805,Gill 1861,alligator fishes,NULL,Actinopteri,699,Perciformes,1309,Cottoidei,592,Agonidae,892,Anoplagoninae,892,892,51,Subfamily,NULL,8,64,26,280,2,18:35.0
Hypsagoninae,806,Gill 1861,dragon poachers,NULL,Actinopteri,699,Perciformes,1309,Cottoidei,592,Agonidae,892,Hypsagoninae,892,892,51,Subfamily,NULL,8,64,26,280,5,19:03.0
Brachyopsinae,890,Jordan & Evermann 1898,uppermouth poachers,NULL,Actinopteri,699,Perciformes,1309,Cottoidei,592,Agonidae,892,Brachyopsinae,892,892,51,Subfamily,NULL,8,64,26,280,4,18:42.0
Bothragoninae,891,Lindberg 1971,rockheads,NULL,Actinopteri,699,Perciformes,1309,Cottoidei,592,Agonidae,892,Bothragoninae,892,892,51,Subfamily,NULL,8,64,26,280,6,18:41.0
Agonidae,892,Swainson 1839,poachers,NULL,Actinopteri,699,Perciformes,1309,Cottoidei,592,Agonidae,NULL,NULL,592,592,50,Family,NULL,8,64,26,280,NULL,29:57.0
Latidae,942,Jordan 1888,giant perches,NULL,Actinopteri,699,Carangiformes,758,Centropomoidei,1299,Latidae,NULL,NULL,1299,1299,50,Family,Replaces Latinae in Centropomidae.,8,50,1,280,NULL,18:25.0
Cyclopteridae,491,Bonaparte 1831,lumpfishes,lumpsuckers,Actinopteri,699,Perciformes,1309,Cottoidei,592,Cyclopteridae,NULL,NULL,592,592,50,Family,NULL,8,64,26,281,NULL,18:55.0
Eumicrotreminae,1165,"Oku, Imamura & Yabe 2017",spiny lumpsuckers,NULL,Actinopteri,699,Perciformes,1309,Cottoidei,592,Cyclopteridae,491,Eumicrotreminae,491,491,51,Subfamily,NULL,8,64,26,281,3,18:59.0
Cyclopterinae,1166,Bonaparte 1831,lumpsuckers,NULL,Actinopteri,699,Perciformes,1309,Cottoidei,592,Cyclopteridae,491,Cyclopterinae,491,491,51,Subfamily,NULL,8,64,26,281,1,18:57.0
Liparopsinae,1167,Garman 1892,smooth lumpsuckers,NULL,Actinopteri,699,Perciformes,1309,Cottoidei,592,Cyclopteridae,491,Liparopsinae,491,491,51,Subfamily,Also seen as Liparopinae,8,64,26,281,2,19:05.0
Liparidae,492,Gill 1861,snailfishes,snailfishes,Actinopteri,699,Perciformes,1309,Cottoidei,592,Liparidae,NULL,NULL,592,592,50,Family,NULL,8,64,26,281.1,NULL,19:04.0
Centropomidae,256,Poey 1967,snooks,NULL,Actinopteri,699,Carangiformes,758,Centropomoidei,1299,Centropomidae,NULL,NULL,1299,1299,50,Family,NULL,8,50,1,282,NULL,58:40.0
Ambassidae,629,Klunzinger 1870,Asiatic glassfishes,NULL,Actinopteri,699,Perciformes *sedis mutabilis*,561,NULL,NULL,Ambassidae,NULL,NULL,561,561,50,Family,NULL,8,63,NULL,282.5,NULL,31:42.0
Percichthyidae,257,Jordan & Eigenmann 1890,temperate basses,basses;temperate,Actinopteri,699,Centrarchiformes,1278,Percichthyoidei,1279,Percichthyidae,NULL,NULL,1279,1279,50,Family,NULL,8,62.6,1,282.6,NULL,19:11.0
